,loss,mae,mse,rmse,val_loss,val_mae,val_mse,val_rmse
0,0.024102242663502693,0.12814737856388092,0.024102242663502693,0.1552489697933197,0.025117643177509308,0.13639894127845764,0.025117643177509308,0.15848547220230103
1,0.02114180102944374,0.11831659078598022,0.02114180102944374,0.1454022079706192,0.02269601821899414,0.12309122085571289,0.02269601821899414,0.1506519764661789
2,0.020511606708168983,0.11611098051071167,0.020511606708168983,0.1432187408208847,0.022416358813643456,0.1268385350704193,0.022416358813643456,0.1497209370136261
3,0.019145730882883072,0.11322138458490372,0.019145730882883072,0.13836809992790222,0.020119694992899895,0.11818935722112656,0.020119694992899895,0.14184391498565674
4,0.01796327903866768,0.10995403677225113,0.01796327903866768,0.1340271532535553,0.019050179049372673,0.1158202663064003,0.019050179049372673,0.13802239298820496
5,0.016779007390141487,0.10661404579877853,0.016779007390141487,0.1295338124036789,0.017731035128235817,0.11194351315498352,0.017731035128235817,0.13315793871879578
6,0.015622583217918873,0.10305366665124893,0.015622583217918873,0.12499032914638519,0.016561834141612053,0.10892030596733093,0.016561834141612053,0.12869279086589813
7,0.01425149291753769,0.0988050326704979,0.01425149291753769,0.11937961727380753,0.014661786146461964,0.1017504334449768,0.014661786146461964,0.12108585983514786
8,0.012924016453325748,0.0941983237862587,0.012924016453325748,0.11368385702371597,0.013425042852759361,0.09782629460096359,0.013425042852759361,0.11586649715900421
9,0.011491870507597923,0.08933825045824051,0.011491870507597923,0.10720014572143555,0.01199113018810749,0.09200292080640793,0.01199113018810749,0.10950402170419693
10,0.010395229794085026,0.08463208377361298,0.010395229794085026,0.10195700079202652,0.010839027352631092,0.08759288489818573,0.010839027352631092,0.10411065071821213
11,0.009349641390144825,0.08033840358257294,0.009349641390144825,0.09669354557991028,0.009667553007602692,0.08220800757408142,0.009667553007602692,0.09832371771335602
12,0.008283421397209167,0.07521709054708481,0.008283421397209167,0.09101330488920212,0.00876789540052414,0.07806764543056488,0.00876789540052414,0.09363704174757004
13,0.00750129297375679,0.07121691107749939,0.00750129297375679,0.08661000430583954,0.00795337837189436,0.07354586571455002,0.00795337837189436,0.08918171375989914
14,0.00704553909599781,0.06802569329738617,0.00704553909599781,0.08393771201372147,0.007239628117531538,0.06955470144748688,0.007239628117531538,0.08508600294589996
15,0.006653055548667908,0.066103495657444,0.006653055548667908,0.08156626671552658,0.006918246392160654,0.06806734204292297,0.006918246392160654,0.08317599445581436
16,0.006073698401451111,0.06207210570573807,0.006073698401451111,0.07793393731117249,0.006474927067756653,0.06505394726991653,0.006474927067756653,0.08046693354845047
17,0.005798396188765764,0.06011323630809784,0.005798396188765764,0.07614720612764359,0.006437670439481735,0.0652303397655487,0.006437670439481735,0.08023509383201599
18,0.005601999815553427,0.059633295983076096,0.005601999815553427,0.07484650611877441,0.005954121705144644,0.06101375073194504,0.005954121705144644,0.0771629586815834
19,0.005633389577269554,0.05786488205194473,0.005633389577269554,0.07505590468645096,0.005736427381634712,0.05909092351794243,0.005736427381634712,0.07573921233415604
20,0.005593135952949524,0.05998266860842705,0.005593135952949524,0.07478727400302887,0.005990074947476387,0.06134426221251488,0.005990074947476387,0.07739557325839996
21,0.005572672002017498,0.05717000365257263,0.005572672002017498,0.07465033233165741,0.005325525067746639,0.05493957921862602,0.005325525067746639,0.07297619432210922
22,0.005575072951614857,0.05925815925002098,0.005575072951614857,0.07466641068458557,0.005892739165574312,0.06023509427905083,0.005892739165574312,0.07676418125629425
23,0.005178865510970354,0.055647943168878555,0.005178865510970354,0.0719643384218216,0.0052521382458508015,0.054444197565317154,0.0052521382458508015,0.07247163355350494
