Time,Untitled,Untitled 1,Untitled 2,Untitled 3,Untitled 4,Untitled 5,Untitled 6,Untitled 7,Untitled 8,Untitled 9,Untitled 10,Untitled 11,Untitled 12
20/03/2024 13:18:21,48,0,"0,556341","-0,351385","89,320843","-0,958183","8,253085","5,423281","3,269638","3,131018","-8,652396","0,952535","4419,509338"
20/03/2024 13:18:28,48,0,"0,539603","-0,29223","89,330304","-0,943831","8,351805","5,335396","3,264517","3,136909","-8,660647","0,894521","4408,3428"
20/03/2024 13:18:28,48,0,"0,547702","-0,356663","89,289257","-0,939458","8,311298","5,386051","3,267264","3,139819","-8,650117","0,915871","5552,160348"
20/03/2024 13:18:28,48,0,"0,566677","-0,350204","89,253684","-0,947322","8,371342","5,483139","3,248307","3,13989","-8,669765","0,898919","4879,286504"
20/03/2024 13:18:28,48,0,"0,560043","-0,319484","89,270572","-0,940092","8,34355","5,407607","3,279947","3,138932","-8,64193","0,917155","4889,240129"
20/03/2024 13:18:28,48,0,"0,581255","-0,333741","89,314511","-0,941433","8,27442","5,447916","3,271978","3,129847","-8,633743","0,934973","4363,956887"
20/03/2024 13:18:28,48,0,"0,527724","-0,317908","89,367988","-0,960017","8,322215","5,245331","3,277505","3,134425","-8,635541","0,944219","4947,769294"
20/03/2024 13:18:29,48,0,"0,546545","-0,348707","89,366893","-0,94503","8,448693","5,382556","3,261601","3,137796","-8,644562","0,922998","3820,825826"
20/03/2024 13:18:29,48,0,"0,557189","-0,299319","89,283706","-0,944818","8,306239","5,364079","3,286865","3,15767","-8,679525","0,913816","3796,914221"
20/03/2024 13:18:29,48,0,"0,550556","-0,322556","89,244458","-0,945135","8,354401","5,291003","3,271639","3,131515","-8,671242","0,872432","4920,722809"
20/03/2024 13:18:29,48,0,"0,564363","-0,298295","89,311227","-0,934274","8,196603","5,115372","3,266179","3,135206","-8,640421","0,979054","4834,46093"
20/03/2024 13:18:29,48,0,"0,547625","-0,309008","89,382999","-0,943407","8,379497","5,212703","3,27035","3,147378","-8,661257","0,901006","4853,637517"
20/03/2024 13:18:29,48,0,"0,565674","-0,344532","89,317013","-0,95314","8,251022","5,328649","3,261668","3,138684","-8,61997","0,928135","4072,767785"
20/03/2024 13:18:29,48,0,"0,545311","-0,318617","89,346331","-0,953564","8,331601","5,371726","3,261736","3,142587","-8,651048","0,933528","4509,55122"
20/03/2024 13:18:30,48,0,"0,570919","-0,3172","89,341015","-0,964108","8,318088","5,495734","3,285339","3,130237","-8,652332","0,911312","3496,560693"
20/03/2024 13:18:30,48,0,"0,567062","-0,299398","89,354462","-0,946934","8,263303","5,391517","3,272893","3,133041","-8,670279","0,974463","3480,054512"
20/03/2024 13:18:30,48,0,"0,565828","-0,341775","89,216938","-0,937377","8,321783","5,397365","3,278862","3,141416","-8,65535","0,915325","3801,720175"
20/03/2024 13:18:30,48,0,"0,474888","-0,331378","89,427955","-0,947075","8,452821","5,472724","3,250749","3,126653","-8,648865","0,904794","4220,987348"
20/03/2024 13:18:30,48,0,"0,583029","-0,325391","89,307709","-0,938153","8,344848","5,314393","3,260278","3,133289","-8,659716","0,842382","4889,469631"
20/03/2024 13:18:30,48,0,"0,540606","-0,333662","89,209901","-0,926868","8,22942","5,311072","3,27798","3,136554","-8,664211","0,929579","3780,938351"
20/03/2024 13:18:30,48,0,"0,549553","-0,318696","89,297076","-0,956385","8,37274","5,508536","3,283847","3,161361","-8,652717","0,957993","4814,344785"
20/03/2024 13:18:31,48,0,"0,561046","-0,316963","89,276201","-0,939599","8,301912","5,2818","3,283169","3,155541","-8,637499","0,935198","4822,5846"
20/03/2024 13:18:31,48,0,"0,552484","-0,300737","89,295981","-0,936848","8,193907","5,401275","3,285034","3,127504","-8,64315","0,898213","3856,523905"
20/03/2024 13:18:31,48,0,"0,584572","-0,358789","89,277295","-0,940939","8,460775","5,429405","3,262211","3,138435","-8,642315","0,921778","4477,342083"
20/03/2024 13:18:31,48,0,"0,509752","-0,337128","89,253919","-0,931664","8,303144","5,194088","3,276081","3,144291","-8,643663","0,927717","4207,857421"
20/03/2024 13:18:31,48,0,"0,572539","-0,327597","89,294652","-0,932828","8,351172","5,383905","3,25241","3,141097","-8,643246","0,894553","4532,426302"
20/03/2024 13:18:31,48,0,"0,555878","-0,306881","89,321938","-0,947498","8,294424","5,388992","3,259769","3,13698","-8,630757","0,902611","3361,236139"
20/03/2024 13:18:32,48,0,"0,575239","-0,330275","89,22718","-0,945876","8,232516","5,137897","3,267874","3,133396","-8,648865","0,896511","4150,199371"
20/03/2024 13:18:32,48,0,"0,516077","-0,27238","89,284801","-0,950919","8,343118","5,423108","3,28734","3,155896","-8,635156","0,851435","4727,400115"
20/03/2024 13:18:32,48,0,"0,524331","-0,317672","89,262284","-0,95508","8,305707","5,490578","3,278624","3,145817","-8,665945","0,900364","4199,684137"
20/03/2024 13:18:32,48,0,"0,592594","-0,368793","89,285661","-0,937589","8,373073","5,366155","3,279065","3,119448","-8,637692","0,913591","5323,669868"
20/03/2024 13:18:32,48,0,"0,527802","-0,344217","89,291525","-0,944183","8,301313","5,324808","3,276895","3,131586","-8,653423","0,922195","4837,632824"
20/03/2024 13:18:32,48,0,"0,528419","-0,291442","89,331476","-0,95843","8,337027","5,292699","3,270994","3,128676","-8,648511","0,886591","4395,247274"
20/03/2024 13:18:32,48,0,"0,499648","-0,323343","89,23406","-0,949508","8,449193","5,439439","3,267433","3,14461","-8,658753","0,904473","4894,282507"
20/03/2024 13:18:33,48,0,"0,562357","-0,387697","89,278703","-0,948062","8,191976","5,416603","3,276488","3,156357","-8,657693","0,942807","4210,618183"
20/03/2024 13:18:33,48,0,"0,568297","-0,299477","89,272683","-0,946722","8,274686","5,265192","3,274996","3,142729","-8,644306","0,931217","3331,136914"
20/03/2024 13:18:33,48,0,"0,598918","-0,301603","89,31326","-0,954128","8,33919","5,409613","3,248714","3,135206","-8,650277","0,906207","3870,370489"
20/03/2024 13:18:33,48,0,"0,547393","-0,318696","89,303252","-0,954798","8,35723","5,305293","3,271774","3,143262","-8,648255","0,902804","4230,390841"
20/03/2024 13:18:33,48,0,"0,588043","-0,342721","89,352742","-0,939916","8,233714","5,47352","3,274148","3,14312","-8,654258","0,901134","4383,936788"
20/03/2024 13:18:33,48,0,"0,570765","-0,378639","89,340936","-0,960334","8,266432","5,281696","3,275335","3,140884","-8,636055","0,893589","3863,033856"
20/03/2024 13:18:33,48,0,"0,575161","-0,368242","89,362046","-0,94838","8,208552","5,197652","3,269197","3,142232","-8,647291","0,946916","5034,637262"
20/03/2024 13:18:34,48,0,"0,602852","-0,352567","89,258844","-0,962591","8,27199","5,400479","3,262448","3,129527","-8,640228","0,910926","4809,948682"
20/03/2024 13:18:34,48,0,"0,568142","-0,260486","89,344455","-0,954339","8,300381","5,333804","3,266789","3,141842","-8,657854","0,952117","4246,276289"
20/03/2024 13:18:34,48,0,"0,592671","-0,327282","89,336089","-0,9591","8,329871","5,379788","3,26645","3,134141","-8,65246","0,894521","4872,66187"
20/03/2024 13:18:34,48,0,"0,576396","-0,362098","89,299656","-0,944501","8,373805","5,424665","3,278014","3,135738","-8,668352","0,940206","3782,355775"
20/03/2024 13:18:34,48,0,"0,546468","-0,333268","89,307787","-0,930218","8,198666","5,29301","3,27096","3,134709","-8,671691","0,894521","4418,888117"
20/03/2024 13:18:34,48,0,"0,537212","-0,36194","89,36189","-0,953564","8,218071","5,44539","3,2635","3,136448","-8,643407","0,904666","4233,860555"
20/03/2024 13:18:35,48,0,"0,562974","-0,327046","89,279954","-0,952082","8,472591","5,503623","3,273741","3,129102","-8,663216","0,934748","4187,699025"
20/03/2024 13:18:35,48,0,"0,522094","-0,331378","89,383859","-0,946193","8,456748","5,234501","3,279303","3,125056","-8,62623","0,827228","3789,805596"
20/03/2024 13:18:35,48,0,"0,533047","-0,3031","89,296138","-0,937201","8,303876","5,211872","3,279201","3,122997","-8,628574","0,897089","4285,347138"
20/03/2024 13:18:35,48,0,"0,585112","-0,289","89,371584","-0,954657","8,346845","5,254085","3,264246","3,136377","-8,682286","0,949517","4234,753313"
20/03/2024 13:18:35,48,0,"0,580869","-0,327676","89,387612","-0,949226","8,295622","5,30865","3,268553","3,13737","-8,673842","0,902162","3803,056228"
20/03/2024 13:18:35,48,0,"0,516926","-0,279391","89,249618","-0,944324","8,349874","5,243324","3,270079","3,143439","-8,644595","0,927461","4823,827412"
