Time,Untitled,Untitled 1,Untitled 2,Untitled 3,Untitled 4,Untitled 5,Untitled 6,Untitled 7,Untitled 8,Untitled 9,Untitled 10,Untitled 11,Untitled 12
20/03/2024 10:41:10,33,0,"0,581409","0,759487","-0,390805","-0,63784","5,57488","3,195087","3,10062","2,982496","-8,652203","0,870891","3743,832644"
20/03/2024 10:41:29,33,0,"0,544848","0,7791","-0,421373","-0,625815","5,546855","3,247334","3,117711","2,98388","-8,65795","0,905404","4357,010037"
20/03/2024 10:41:29,33,0,"0,596219","0,732863","-0,387913","-0,634455","5,57275","3,282107","3,095601","3,000382","-8,657918","0,852495","4351,196354"
20/03/2024 10:41:29,33,0,"0,561972","0,73113","-0,370244","-0,500732","5,568889","3,268786","3,111675","2,978273","-8,644402","0,850536","4134,090742"
20/03/2024 10:41:29,33,0,"0,532738","0,758384","-0,437947","-0,64775","5,559237","3,285117","3,119644","2,978982","-8,643856","0,845849","4139,711301"
20/03/2024 10:41:29,33,0,"0,578247","0,753737","-0,466638","-0,49181","5,58197","3,356913","3,134973","2,981431","-8,643053","0,868194","4175,355721"
20/03/2024 10:41:29,33,0,"0,629463","0,744285","-0,407848","-0,647961","5,620712","3,325046","3,1444","2,960634","-8,64925","0,820646","4293,685622"
20/03/2024 10:41:29,33,0,"0,571228","0,73751","-0,423093","-0,646339","5,587794","3,390164","3,102858","2,987819","-8,688161","0,859879","4336,848427"
20/03/2024 10:41:29,33,0,"0,551404","0,7535","-0,426767","-0,572389","5,539699","3,400232","3,114456","2,952543","-8,646168","0,820293","4398,748107"
20/03/2024 10:41:30,33,0,"0,568682","0,75161","-0,50518","-0,585367","5,555676","3,291172","3,129411","2,963012","-8,649121","0,864342","4590,336015"
20/03/2024 10:41:30,33,0,"0,597376","0,768151","-0,458977","-0,614002","5,569222","3,256399","3,11744","2,985016","-8,674163","0,772809","4336,035813"
20/03/2024 10:41:30,33,0,"0,552021","0,738298","-0,445843","-0,67247","5,617084","3,155989","3,13972","2,974901","-8,645622","0,859397","4179,563555"
20/03/2024 10:41:30,33,0,"0,639799","0,744285","-0,418715","-0,56442","5,573283","3,323973","3,108725","2,971601","-8,640389","0,840648","3774,299724"
20/03/2024 10:41:30,33,0,"0,537752","0,834553","-0,483446","-0,594571","5,573616","3,425041","3,114456","2,98317","-8,656827","0,872304","4121,327518"
20/03/2024 10:41:30,33,0,"0,598841","0,679143","-0,47039","-0,630047","5,546656","3,377881","3,12039","2,971814","-8,66328","0,833264","4086,814463"
20/03/2024 10:41:31,33,0,"0,587271","0,746333","-0,368915","-0,606525","5,551615","3,259997","3,116931","2,976392","-8,647002","0,911183","3837,238003"
20/03/2024 10:41:31,33,0,"0,570688","0,783826","-0,444904","-0,633926","5,558704","3,318299","3,127919","2,975008","-8,685914","0,885403","4080,309736"
