Time,Frequencia CMB,Untitled 1,CV-1,CV-2,CV-3,PT-1,PT-2,PT-3,PT-4,PT-5,FT-1,FT-2,
20/03/2024 14:35:11,53,0,"-0,475317","-0,370211","-0,461322","-0,945876","9,12595","6,133418","3,222839","3,109511","-8,664532","0,994561","3612,031802"
20/03/2024 14:35:11,53,0,"-0,509872","-0,343429","-0,482352","-0,934979","9,040777","6,100721","3,208799","3,1","-8,647484","0,950865","5188,125448"
20/03/2024 14:35:11,53,0,"-0,494986","-0,316254","-0,476332","-0,947851","9,235354","6,043111","3,227553","3,099965","-8,648832","0,933496","5118,953177"
20/03/2024 14:35:11,53,0,"-0,475471","-0,294593","-0,569989","-0,940798","9,324121","5,973115","3,21704","3,07892","-8,643182","0,96268","3603,83388"
20/03/2024 14:35:11,53,0,"-0,508792","-0,299162","-0,533011","-0,952118","9,421476","6,275626","3,227926","3,089886","-8,695899","0,983645","5150,707815"
20/03/2024 14:35:11,53,0,"-0,50617","-0,30247","-0,402688","-0,939317","9,244074","6,227877","3,222873","3,098403","-8,642283","0,923319","3652,617908"
20/03/2024 14:35:12,53,0,"-0,515889","-0,332008","-0,479303","-0,95113","9,037648","5,924328","3,220228","3,091128","-8,671595","0,886847","5872,005623"
20/03/2024 14:35:12,53,0,"-0,469146","-0,325785","-0,447172","-0,934626","8,809455","6,077677","3,232334","3,091838","-8,667229","0,961685","3253,174441"
20/03/2024 14:35:12,53,0,"-0,522368","-0,309953","-0,52918","-0,928737","8,778269","6,170891","3,218634","3,093825","-8,636665","0,952856","5795,072463"
20/03/2024 14:35:12,53,0,"-0,487966","-0,338782","-0,510339","-0,940092","9,180269","6,012144","3,220499","3,086444","-8,65047","0,956965","5156,50211"
20/03/2024 14:35:12,53,0,"-0,441995","-0,369108","-0,442168","-0,924118","8,869699","5,757589","3,254818","3,089141","-8,66283","0,964317","5945,500911"
20/03/2024 14:35:12,53,0,"-0,518048","-0,28837","-0,386818","-0,930959","9,228763","5,937753","3,230096","3,084066","-8,676925","0,91083","3804,660295"
20/03/2024 14:35:12,53,0,"-0,525145","-0,30948","-0,568426","-0,946616","9,214784","6,035534","3,221449","3,092548","-8,650887","0,984608","3799,762042"
20/03/2024 14:35:13,53,0,"-0,548362","-0,286559","-0,558966","-0,952012","8,924617","5,961247","3,219482","3,094783","-8,659973","0,979985","5087,036913"
20/03/2024 14:35:13,53,0,"-0,456573","-0,305542","-0,561781","-0,949684","9,209892","6,023355","3,226162","3,100533","-8,642508","0,913495","5041,365161"
20/03/2024 14:35:13,53,0,"-0,440452","-0,329172","-0,529649","-0,927115","9,008858","6,189436","3,248714","3,091767","-8,617947","0,956805","5771,635599"
20/03/2024 14:35:13,53,0,"-0,483878","-0,334371","-0,538562","-0,929901","8,763158","6,070377","3,255327","3,0786","-8,660005","0,929772","3800,029283"
20/03/2024 14:35:13,53,0,"-0,450711","-0,289237","-0,495095","-0,944113","9,135037","5,945781","3,217854","3,09961","-8,653712","0,952792","3513,310846"
20/03/2024 14:35:13,53,0,"-0,533552","-0,302706","-0,568738","-0,935155","9,205931","6,072902","3,233657","3,09088","-8,666105","0,917026","5141,184862"
20/03/2024 14:35:14,53,0,"-0,521442","-0,319169","-0,475628","-0,942385","9,191053","6,053076","3,240338","3,075193","-8,653102","0,910316","3631,544985"
20/03/2024 14:35:14,53,0,"-0,543194","-0,310504","-0,611893","-0,961569","9,060947","6,018753","3,206019","3,078104","-8,634385","0,934267","5157,106366"
20/03/2024 14:35:14,53,0,"-0,499536","-0,311607","-0,534184","-0,961498","9,247269","5,955192","3,225281","3,090631","-8,640614","0,92791","5319,183772"
20/03/2024 14:35:14,53,0,"-0,465521","-0,332323","-0,493844","-0,956843","8,832321","5,991972","3,240202","3,095387","-8,664211","0,998959","5115,47689"
20/03/2024 14:35:14,53,0,"-0,496914","-0,326179","-0,484697","-0,932757","8,884876","6,092901","3,255632","3,097552","-8,635412","0,897763","3655,52814"
20/03/2024 14:35:14,53,0,"-0,44886","-0,325864","-0,514483","-0,934062","9,07709","5,933325","3,249019","3,091838","-8,642315","0,900171","5110,087513"
20/03/2024 14:35:14,53,0,"-0,513575","-0,316097","-0,610642","-0,947145","9,166423","5,879936","3,242271","3,08222","-8,656762","0,996102","3760,799256"
20/03/2024 14:35:15,53,0,"-0,467449","-0,332874","-0,490169","-0,956773","9,093199","5,887375","3,233962","3,090844","-8,641288","0,906432","4980,212482"
20/03/2024 14:35:15,53,0,"-0,492517","-0,308693","-0,421373","-0,935579","9,282217","5,971281","3,227078","3,089425","-8,646778","0,989809","4137,678024"
20/03/2024 14:35:15,53,0,"-0,508947","-0,299634","-0,52621","-0,948662","9,263745","6,125599","3,234573","3,08836","-8,646392","0,924635","5094,07244"
20/03/2024 14:35:15,53,0,"-0,522599","-0,294357","-0,432943","-0,935226","9,23998","6,117987","3,230944","3,083356","-8,66588","0,959823","3784,483261"
20/03/2024 14:35:15,53,0,"-0,498302","-0,335789","-0,489622","-0,940657","9,387793","6,21774","3,2303","3,093399","-8,655735","0,974848","4842,168664"
20/03/2024 14:35:15,53,0,"-0,493983","-0,303494","-0,440996","-0,931911","9,124053","6,04017","3,239761","3,082504","-8,664564","0,970995","5181,809447"
20/03/2024 14:35:15,53,0,"-0,469223","-0,317751","-0,509089","-0,956279","9,30049","5,993391","3,226705","3,061388","-8,659877","0,951507","3670,028414"
20/03/2024 14:35:16,53,0,"-0,480562","-0,298374","-0,528946","-0,941574","9,324454","6,041278","3,197574","3,085627","-8,645365","0,915582","5061,718339"
20/03/2024 14:35:16,53,0,"-0,490358","-0,338231","-0,520424","-0,944606","9,040078","6,138989","3,243525","3,078139","-8,66039","0,933753","4888,668766"
20/03/2024 14:35:16,53,0,"-0,476396","-0,307432","-0,489231","-0,941538","9,002368","6,110755","3,219855","3,081972","-8,64575","0,964093","5142,991603"
20/03/2024 14:35:16,53,0,"-0,500693","-0,28073","-0,530118","-0,947851","9,248667","6,149023","3,217142","3,079204","-8,642026","0,952792","3668,910874"
20/03/2024 14:35:16,53,0,"-0,493443","-0,320114","-0,452253","-0,93304","9,095928","5,906648","3,232809","3,087508","-8,648447","0,967945","3827,724332"
20/03/2024 14:35:16,53,0,"-0,470843","-0,315624","-0,519955","-0,930747","9,122056","5,968236","3,240202","3,053935","-8,643792","0,936835","4744,930176"
20/03/2024 14:35:17,53,0,"-0,521674","-0,307117","-0,562875","-0,937941","9,086376","6,201789","3,235861","3,108198","-8,676058","0,958859","5049,165709"
20/03/2024 14:35:17,53,0,"-0,491129","-0,327203","-0,448657","-0,945347","8,814914","6,075601","3,262245","3,098794","-8,624818","0,959598","3749,188637"
20/03/2024 14:35:17,53,0,"-0,508407","-0,332166","-0,43865","-0,945065","8,715662","5,761118","3,252682","3,076436","-8,675576","0,996679","4970,189623"
20/03/2024 14:35:17,53,0,"-0,474082","-0,344296","-0,440996","-0,953281","9,255856","6,186046","3,226298","3,089957","-8,642732","0,944797","5112,362306"
20/03/2024 14:35:17,53,0,"-0,485421","-0,292781","-0,442403","-0,951201","9,184097","6,029479","3,228468","3,101207","-8,641769","0,920333","5127,233727"
20/03/2024 14:35:17,53,0,"-0,501928","-0,287976","-0,470234","-0,947427","8,911403","5,913395","3,250749","3,079452","-8,636504","0,954268","5112,841467"
20/03/2024 14:35:17,53,0,"-0,490975","-0,314364","-0,564439","-0,945982","9,310242","5,953773","3,224331","3,097303","-8,663472","0,970096","5256,138657"
20/03/2024 14:35:18,53,0,"-0,471691","-0,323422","-0,482586","-0,940022","9,30961","6,231891","3,238371","3,095138","-8,637949","0,94926","3783,685554"
20/03/2024 14:35:18,53,0,"-0,508947","-0,266866","-0,434272","-0,924118","9,208693","6,117814","3,225925","3,093541","-8,648543","0,973467","4126,159348"
20/03/2024 14:35:18,53,0,"-0,531084","-0,297271","-0,558341","-0,947569","8,892132","6,14238","3,251325","3,088183","-8,655221","0,973596","3378,049853"
20/03/2024 14:35:18,53,0,"-0,483338","-0,31208","-0,550523","-0,950707","9,267672","6,204972","3,232877","3,070828","-8,66161","0,969422","3658,440732"
20/03/2024 14:35:18,53,0,"-0,48195","-0,325943","-0,433803","-0,947639","9,291836","6,057817","3,242745","3,082469","-8,651016","0,973628","4949,856873"
20/03/2024 14:35:18,53,0,"-0,519128","-0,305148","-0,49744","-0,952506","9,11247","6,083905","3,237184","3,100036","-8,660615","0,979407","4461,951971"
20/03/2024 14:35:18,53,0,"-0,552527","-0,300028","-0,534418","-0,94048","8,920357","6,055152","3,224297","3,078139","-8,651048","0,956227","5113,320157"
20/03/2024 14:35:19,53,0,"-0,486192","-0,309323","-0,493609","-0,930571","8,953541","6,074529","3,259328","3,105288","-8,641159","0,940431","5056,267062"
20/03/2024 14:35:19,53,0,"-0,488044","-0,306723","-0,518157","-0,951236","9,025866","5,993598","3,249596","3,084279","-8,651401","0,970417","3773,59508"
20/03/2024 14:35:19,53,0,"-0,49244","-0,339018","-0,52449","-0,953035","9,34296","6,027264","3,225077","3,103443","-8,662509","0,934138","5164,601896"
20/03/2024 14:35:19,53,0,"-0,500616","-0,328779","-0,548803","-0,938012","8,686073","6,163832","3,245085","3,07931","-8,653777","0,967464","5076,918"
20/03/2024 14:35:19,53,0,"-0,500693","-0,312001","-0,56522","-0,930959","8,812451","6,037022","3,225077","3,074803","-8,659491","0,937285","4562,572504"
20/03/2024 14:35:19,53,0,"-0,484804","-0,30948","-0,458117","-0,937659","8,8016","5,935608","3,234267","3,071112","-8,645333","0,933689","5048,810678"
20/03/2024 14:35:20,53,0,"-0,493211","-0,320508","-0,564595","-0,933322","9,030027","5,836305","3,239727","3,094748","-8,647291","0,909193","3738,48936"
20/03/2024 14:35:20,53,0,"-0,469609","-0,305936","-0,469921","-0,942067","9,039479","6,054322","3,227078","3,09922","-8,666972","0,956773","4904,842322"
20/03/2024 14:35:20,53,0,"-0,480639","-0,300343","-0,52363","-0,926304","9,345623","6,199298","3,239592","3,099007","-8,663986","0,889897","3228,123401"
20/03/2024 14:35:20,53,0,"-0,489123","-0,318539","-0,384707","-0,9384","9,399975","6,292199","3,228095","3,074306","-8,647645","0,958635","5188,611465"
20/03/2024 14:35:20,53,0,"-0,514732","-0,315467","-0,532229","-0,953246","9,133971","5,996816","3,230571","3,077003","-8,670439","0,955777","4178,587242"
20/03/2024 14:35:20,53,0,"-0,511801","-0,331142","-0,462416","-0,941997","9,300989","6,097434","3,226434","3,099007","-8,66633","0,992506","5103,029892"
20/03/2024 14:35:20,53,0,"-0,46984","-0,335631","-0,405346","-0,936108","9,073096","6,085981","3,23186","3,079097","-8,663697","0,942614","3708,398102"
20/03/2024 14:35:21,53,0,"-0,438061","-0,31208","-0,480319","-0,936601","9,287775","6,121931","3,230164","3,062559","-8,656634","0,969005","4892,908096"
20/03/2024 14:35:21,53,0,"-0,497068","-0,297665","-0,50815","-0,935297","8,960697","6,09522","3,233453","3,096629","-8,674902","0,940014","3842,277664"
20/03/2024 14:35:21,53,0,"-0,506247","-0,305305","-0,490795","-0,95903","8,778968","5,902426","3,243729","3,096948","-8,630468","0,921425","4972,751708"
20/03/2024 14:35:21,53,0,"-0,477708","-0,287898","-0,598446","-0,942561","9,420245","6,021348","3,228604","3,089283","-8,645012","0,993501","4115,637394"
20/03/2024 14:35:21,53,0,"-0,487658","-0,320035","-0,464058","-0,9451","8,843771","5,996816","3,242237","3,068699","-8,643567","0,898887","5005,475034"
20/03/2024 14:35:21,53,0,"-0,517508","-0,313419","-0,39917","-0,944606","9,353311","6,041035","3,235827","3,091164","-8,63416","0,92791","4236,142959"
20/03/2024 14:35:21,53,0,"-0,477399","-0,317908","-0,505649","-0,944924","9,258519","5,949725","3,233216","3,094358","-8,640517","0,986598","4676,8436"
20/03/2024 14:35:22,53,0,"-0,497608","-0,342405","-0,43607","-0,951166","8,683477","5,911422","3,240473","3,081582","-8,646232","0,993565","5084,416038"
20/03/2024 14:35:22,53,0,"-0,470766","-0,345477","-0,436227","-0,948768","8,911836","6,192827","3,257938","3,080694","-8,679108","0,967046","3793,803214"
20/03/2024 14:35:22,53,0,"-0,44724","-0,312631","-0,479225","-0,949297","8,934203","5,885022","3,253936","3,082824","-8,641224","1,017452","5014,394141"
20/03/2024 14:35:22,53,0,"-0,546665","-0,295775","-0,55967","-0,940657","9,109175","5,951524","3,227044","3,086621","-8,639843","0,936033","5065,7513"
20/03/2024 14:35:22,53,0,"-0,495834","-0,311922","-0,491733","-0,94771","9,09696","5,877272","3,239592","3,089744","-8,66389","0,961011","5020,623583"
20/03/2024 14:35:22,53,0,"-0,483801","-0,321689","-0,412695","-0,924647","8,867535","5,975883","3,232572","3,095671","-8,666587","0,937477","5022,623455"
20/03/2024 14:35:23,53,0,"-0,490126","-0,312237","-0,498925","-0,956773","9,388692","6,132692","3,222907","3,088999","-8,654258","0,960272","5206,021416"
20/03/2024 14:35:23,53,0,"-0,503702","-0,315152","-0,513936","-0,936566","8,853989","6,119786","3,254886","3,09056","-8,648672","0,939917","4966,582057"
20/03/2024 14:35:23,53,0,"-0,481333","-0,334607","-0,454286","-0,933322","9,00117","6,122692","3,234403","3,089744","-8,677406","0,935391","5139,498955"
20/03/2024 14:35:23,53,0,"-0,560317","-0,291285","-0,419809","-0,939846","9,089238","6,058751","3,24183","3,09528","-8,644017","0,992474","4998,795943"
20/03/2024 14:35:23,53,0,"-0,486347","-0,290103","-0,500333","-0,932405","9,140429","5,960693","3,21921","3,082895","-8,65535","0,976261","4713,468762"
20/03/2024 14:35:23,53,0,"-0,470457","-0,322319","-0,511199","-0,954198","9,260516","6,063007","3,22172","3,093506","-8,660037","0,930992","4950,668864"
20/03/2024 14:35:23,53,0,"-0,463361","-0,322477","-0,518235","-0,93244","9,211689","6,097572","3,230537","3,086621","-8,66267","0,990162","4594,426108"
20/03/2024 14:35:24,53,0,"-0,498688","-0,310268","-0,475081","-0,956314","9,244706","6,144075","3,231554","3,088537","-8,679525","0,966404","4960,419478"
20/03/2024 14:35:24,53,0,"-0,526842","-0,275216","-0,556464","-0,954057","9,064375","6,057159","3,252071","3,059614","-8,645397","0,945247","4952,872379"
20/03/2024 14:35:24,53,0,"-0,503393","-0,312237","-0,456866","-0,946687","8,746183","5,79219","3,265467","3,091625","-8,639554","0,963868","5752,738293"
20/03/2024 14:35:24,53,0,"-0,517354","-0,284983","-0,498222","-0,93043","9,476461","5,971523","3,217515","3,096948","-8,645333","0,925053","5137,452931"
20/03/2024 14:35:24,53,0,"-0,458116","-0,284747","-0,533558","-0,926692","9,1597","6,037368","3,211139","3,092974","-8,653199","0,962552","4842,849272"
20/03/2024 14:35:24,53,0,"-0,521597","-0,331063","-0,448032","-0,953528","9,30678","5,931733","3,231147","3,091873","-8,622474","0,931506","4930,300022"
20/03/2024 14:35:24,53,0,"-0,44886","-0,324604","-0,437868","-0,942349","8,704678","5,941006","3,251732","3,081156","-8,609664","0,953016","4907,716058"
20/03/2024 14:35:25,53,0,"-0,474931","-0,340751","-0,428487","-0,943407","9,300224","5,952632","3,225009","3,09489","-8,648126","0,924667","3658,183695"
20/03/2024 14:35:25,53,0,"-0,513266","-0,326731","-0,513388","-0,937412","9,05023","5,93419","3,224738","3,103478","-8,670343","0,935551","4933,188107"
20/03/2024 14:35:25,53,0,"-0,492517","-0,314049","-0,46484","-0,968304","9,23805","6,022351","3,231453","3,097339","-8,657533","0,943931","3580,776734"
20/03/2024 14:35:25,53,0,"-0,452408","-0,319484","-0,392838","-0,930501","9,393751","6,178468","3,214802","3,091731","-8,64087","0,894938","5008,75944"
20/03/2024 14:35:25,53,0,"-0,514192","-0,302312","-0,41762","-0,941397","9,28042","5,802674","3,194861","3,093719","-8,663408","0,942165","4470,530274"
20/03/2024 14:35:25,53,0,"-0,518048","-0,304282","-0,395261","-0,939564","9,138631","5,942217","3,223721","3,104649","-8,619649","0,948778","4964,953393"
20/03/2024 14:35:26,53,0,"-0,501388","-0,281439","-0,504007","-0,936742","9,100355","6,000588","3,228875","3,085272","-8,649153","1,004288","3779,256606"
20/03/2024 14:35:26,53,0,"-0,520131","-0,333977","-0,469296","-0,953705","9,123054","5,880351","3,211309","3,0967","-8,63705","0,979407","4848,865357"
20/03/2024 14:35:26,53,0,"-0,520748","-0,298138","-0,534184","-0,94048","9,151678","5,947614","3,236065","3,098119","-8,649378","0,969262","4119,688335"
20/03/2024 14:35:26,53,0,"-0,458193","-0,32996","-0,354765","-0,933463","8,936399","6,191651","3,220296","3,100142","-8,654772","0,943449","4381,26871"
20/03/2024 14:35:26,53,0,"-0,525453","-0,322004","-0,419653","-0,958571","9,250864","6,248949","3,237591","3,101172","-8,633101","0,906945","3683,205163"
20/03/2024 14:35:26,53,0,"-0,4946","-0,321532","-0,523786","-0,944924","8,90934","5,913498","3,213479","3,080623","-8,660583","0,943321","4021,57429"
20/03/2024 14:35:26,53,0,"-0,498919","-0,33185","-0,455615","-0,943513","9,131275","5,788937","3,235929","3,101739","-8,639939","0,920141","4998,093808"
20/03/2024 14:35:27,53,0,"-0,508252","-0,295223","-0,475785","-0,935755","8,969384","6,098853","3,258515","3,095351","-8,650085","0,951764","4090,934873"
20/03/2024 14:35:27,53,0,"-0,504473","-0,32933","-0,538249","-0,935684","9,134437","6,141723","3,241389","3,085201","-8,639105","0,948714","5728,399177"
20/03/2024 14:35:27,53,0,"-0,501773","-0,298531","-0,430051","-0,933181","9,294632","6,125184","3,237286","3,086373","-8,663761","0,942133","4982,896323"
20/03/2024 14:35:27,53,0,"-0,526996","-0,257572","-0,45155","-0,935332","9,11024","6,171721","3,221856","3,094287","-8,646296","0,947815","3620,163618"
20/03/2024 14:35:27,53,0,"-0,52661","-0,300264","-0,440526","-0,93646","9,156738","5,967164","3,240948","3,06806","-8,637788","0,973917","4997,27441"
20/03/2024 14:35:27,53,0,"-0,490126","-0,294435","-0,373293","-0,970737","9,047933","5,735791","3,244068","3,093222","-8,675416","0,978636","5055,319681"
20/03/2024 14:35:27,53,0,"-0,484418","-0,331772","-0,454364","-0,958148","9,286078","5,96661","3,205713","3,098865","-8,661771","0,953658","3337,698781"
20/03/2024 14:35:28,53,0,"-0,480176","-0,32421","-0,555604","-0,941397","9,227166","6,035257","3,225891","3,115545","-8,644916","0,923608","4734,604667"
20/03/2024 14:35:28,53,0,"-0,510104","-0,360365","-0,576634","-0,929725","8,977671","5,992976","3,228197","3,08907","-8,651112","0,9517","4078,591471"
20/03/2024 14:35:28,53,0,"-0,461587","-0,331299","-0,301604","-0,946899","9,279222","5,733542","3,212767","3,100213","-8,638591","0,967335","4132,349976"
20/03/2024 14:35:28,53,0,"-0,498765","-0,263479","-0,473439","-0,937871","8,94279","6,140961","3,255191","3,088573","-8,640485","0,965569","4941,16827"
20/03/2024 14:35:28,53,0,"-0,474391","-0,322398","-0,430285","-0,942314","9,041343","6,111689","3,222432","3,085166","-8,674356","0,94926","4428,319388"
20/03/2024 14:35:28,53,0,"-0,434667","-0,310268","-0,51245","-0,945735","9,45466","6,120893","3,215175","3,085201","-8,655639","0,950737","4975,431876"
20/03/2024 14:35:29,53,0,"-0,511801","-0,35493","-0,398701","-0,943795","9,08824","5,756413","3,237353","3,089709","-8,656923","0,969229","5775,016268"
20/03/2024 14:35:29,53,0,"-0,500308","-0,319956","-0,639646","-0,919569","9,461017","6,181686","3,217447","3,096771","-8,696894","0,916577","4728,951837"
20/03/2024 14:35:29,53,0,"-0,495603","-0,309008","-0,571162","-0,942561","9,122855","5,891839","3,206527","3,066676","-8,667165","0,934395","3698,768166"
20/03/2024 14:35:29,53,0,"-0,513035","-0,286007","-0,51589","-0,966576","9,251297","6,106361","3,223958","3,095351","-8,663954","0,997001","4153,506268"
20/03/2024 14:35:29,53,0,"-0,500462","-0,334922","-0,596101","-0,944571","8,907376","6,271889","3,253597","3,101562","-8,623437","0,969936","4092,084996"
20/03/2024 14:35:29,53,0,"-0,50617","-0,310268","-0,505649","-0,945664","9,409061","5,967233","3,224602","3,093009","-8,647002","0,991222","3313,859709"
20/03/2024 14:35:29,53,0,"-0,515426","-0,297586","-0,557637","-0,930994","9,083713","5,936646","3,250477","3,080304","-8,650117","0,926562","4239,220161"
20/03/2024 14:35:30,53,0,"-0,512726","-0,324131","-0,510105","-0,944783","9,131675","6,065083","3,226196","3,089673","-8,662092","0,952663","3157,597165"
20/03/2024 14:35:30,53,0,"-0,512341","-0,324761","-0,477426","-0,945241","8,751409","6,092625","3,255462","3,089744","-8,651433","0,946627","4556,591251"
20/03/2024 14:35:30,53,0,"-0,507018","-0,321453","-0,416369","-0,940939","8,929377","5,882912","3,254513","3,08907","-8,639554","0,934363","4694,625774"
20/03/2024 14:35:30,53,0,"-0,516274","-0,280257","-0,508854","-0,953987","9,231859","5,994913","3,226502","3,088112","-8,651529","0,956323","3546,550907"
20/03/2024 14:35:30,53,0,"-0,517817","-0,305778","-0,538483","-0,933604","8,777636","6,019168","3,230741","3,084243","-8,642989","0,940527","3313,238503"
20/03/2024 14:35:30,53,0,"-0,480099","-0,307275","-0,513545","-0,93371","8,975708","5,877999","3,249223","3,08978","-8,657661","0,896928","5903,174141"
20/03/2024 14:35:30,53,0,"-0,487658","-0,299162","-0,407379","-0,945805","9,401206","6,093144","3,222229","3,080694","-8,674485","0,926754","4355,889903"
20/03/2024 14:35:31,53,0,"-0,452639","-0,299792","-0,486417","-0,946793","9,024834","5,888932","3,229079","3,101775","-8,634674","0,97488","3280,954869"
20/03/2024 14:35:31,53,0,"-0,496143","-0,302076","-0,592426","-0,933745","8,978969","5,967094","3,256242","3,099433","-8,658528","0,997707","4534,550242"
20/03/2024 14:35:31,53,0,"-0,43675","-0,321847","-0,449048","-0,954304","8,953507","5,977578","3,24478","3,092548","-8,674517","0,921778","4293,587269"
20/03/2024 14:35:31,53,0,"-0,465983","-0,321374","-0,583045","-0,952717","9,364395","5,893465","3,240066","3,0945","-8,63233","0,967849","3635,545539"
20/03/2024 14:35:31,53,0,"-0,513112","-0,27049","-0,431067","-0,945382","9,348319","6,014013","3,21392","3,08946","-8,658849","0,90229","4057,341562"
20/03/2024 14:35:31,53,0,"-0,488429","-0,331772","-0,44983","-0,945982","8,766886","6,037921","3,253903","3,086089","-8,655767","0,935712","4707,840876"
20/03/2024 14:35:32,53,0,"-0,477939","-0,234493","-0,528868","-0,941397","9,176208","5,938964","3,214327","3,094003","-8,651016","0,990194","4899,789409"
20/03/2024 14:35:32,53,0,"-0,488969","-0,305227","-0,54294","-0,943584","8,759896","5,929172","3,247798","3,061956","-8,661578","0,962359","4650,189186"
20/03/2024 14:35:32,53,0,"-0,484341","-0,321374","-0,476254","-0,94443","9,25336","6,169161","3,242135","3,094819","-8,665013","0,945728","4605,093203"
20/03/2024 14:35:32,53,0,"-0,49244","-0,307747","-0,500567","-0,957513","9,248001","6,096673","3,231792","3,091838","-8,648222","0,932822","4342,441891"
20/03/2024 14:35:32,53,0,"-0,542885","-0,270726","-0,459758","-0,946828","9,353744","5,999342","3,225077","3,093861","-8,658817","0,963643","4474,406664"
20/03/2024 14:35:32,53,0,"-0,504627","-0,335238","-0,477426","-0,941397","9,189755","5,9363","3,210936","3,085095","-8,645076","0,986566","4276,523011"
20/03/2024 14:35:32,53,0,"-0,489046","-0,352803","-0,425673","-0,948626","9,374912","6,135737","3,242983","3,090454","-8,647677","0,93157","4416,922467"
20/03/2024 14:35:33,53,0,"-0,494523","-0,287425","-0,550288","-0,934732","9,194115","6,037541","3,219753","3,085769","-8,643535","0,987112","4138,840571"
20/03/2024 14:35:33,53,0,"-0,452794","-0,296326","-0,446859","-0,930077","9,054623","6,11726","3,256717","3,094109","-8,647805","0,896864","4102,642818"
20/03/2024 14:35:33,53,0,"-0,500539","-0,341224","-0,517141","-0,94704","9,247669","6,122796","3,244475","3,09819","-8,649828","0,950031","3409,930698"
20/03/2024 14:35:33,53,0,"-0,484341","-0,299083","-0,43396","-0,933286","9,070499","6,003286","3,23576","3,091909","-8,640742","0,98403","3383,514256"
20/03/2024 14:35:33,53,0,"-0,489201","-0,301761","-0,51503","-0,943019","8,668665","6,042869","3,24339","3,095316","-8,655125","0,930414","4424,482906"
