Time,Frequencia CMB,CV-1,CV-2,CV-3,PT-1,PT-2,PT-3,PT-4,PT-5,FT-1,FT-2
2024-03-20 11:03:06,55.0,0.5698242,0.75878906,-0.4855957,-0.93408203,9.5703125,6.2695312,3.1210938,3.0117188,-8.6484375,0.8774414
2024-03-20 11:03:07,55.0,0.5678711,0.74232703,-0.4120745,-0.94384766,9.628348,6.34654,3.139509,3.0100446,-8.651786,0.83579797
2024-03-20 11:03:08,55.0,0.56075615,0.74100167,-0.40105328,-0.94810265,9.720983,6.40346,3.1358817,3.0094867,-8.659598,0.86265343
2024-03-20 11:03:09,55.0,0.5592448,0.75358075,-0.43029785,-0.94645184,9.670573,6.377604,3.1386719,3.0094402,-8.654948,0.8399251
2024-03-20 11:03:10,55.0,0.56501114,0.7495117,-0.45378765,-0.952288,9.564733,6.3448663,3.1342075,3.0061383,-8.659598,0.8373326
2024-03-20 11:03:11,55.0,0.5742885,0.7430943,-0.4085519,-0.93470985,9.672991,6.4335938,3.1534598,3.0069754,-8.658483,0.8500279
2024-03-20 11:03:12,55.0,0.57820636,0.74934894,-0.43408203,-0.9362793,9.59375,6.361328,3.1442058,3.0097656,-8.6692705,0.8550618
2024-03-20 11:03:13,55.0,0.5875419,0.7546038,-0.42354912,-0.94356865,9.708705,6.2862725,3.1411831,3.0064175,-8.642858,0.86837333
2024-03-20 11:03:14,55.0,0.5617327,0.7448382,-0.40293667,-0.941755,9.583705,6.348214,3.1353238,3.0036273,-8.654017,0.8445173
2024-03-20 11:03:15,55.0,0.58203125,0.74934894,-0.42333984,-0.93408203,9.563802,6.3222656,3.1386719,3.0052083,-8.651042,0.84488934
2024-03-20 11:03:16,55.0,0.5921456,0.754255,-0.46602958,-0.9391741,9.613839,6.3939734,3.1333706,3.003348,-8.667411,0.8616769
2024-03-20 11:03:17,55.0,0.57066125,0.76060265,-0.4636928,-0.9425921,9.560267,6.446429,3.1456473,2.998605,-8.658483,0.85149276
2024-03-20 11:03:18,55.0,0.5807292,0.7327474,-0.5152588,-0.94002277,9.5911455,6.328125,3.139323,3.0113933,-8.651042,0.83219403
2024-03-20 11:03:19,55.0,0.56856865,0.75279015,-0.42703682,-0.94461495,9.6484375,6.34375,3.142857,3.0094867,-8.657366,0.8394252
2024-03-20 11:03:20,55.0,0.5698242,0.7419782,-0.44914898,-0.93987167,9.59933,6.359375,3.1364398,3.0005581,-8.655134,0.8250558
2024-03-20 11:03:21,55.0,0.57877606,0.75024414,-0.42244467,-0.94344074,9.583333,6.3717446,3.1500652,3.0110676,-8.65625,0.851888
2024-03-20 11:03:22,55.0,0.57066125,0.7424665,-0.41674805,-0.9445452,9.592634,6.34096,3.140904,3.0092075,-8.652902,0.87046593
2024-03-20 11:03:23,55.0,0.57847375,0.75118583,-0.42288643,-0.9465681,9.564733,6.2873883,3.1450894,3.0114398,-8.667411,0.8538644
2024-03-20 11:03:24,55.0,0.5659993,0.74934894,-0.4268392,-0.9416504,9.729167,6.370443,3.1565754,3.0117188,-8.645833,0.8598633
2024-03-20 11:03:25,55.0,0.56319755,0.74176896,-0.44342914,-0.9399414,9.56808,6.408482,3.1464844,3.0080914,-8.652902,0.85944474
2024-03-20 11:03:26,55.0,0.55859375,0.75788224,-0.4775042,-0.9396624,9.582589,6.34096,3.13923,3.0119977,-8.657366,0.8475865
2024-03-20 11:03:27,55.0,0.5442708,0.7347819,-0.46724448,-0.9382324,9.645833,6.3450522,3.1458333,3.016927,-8.657552,0.86311847
2024-03-20 11:03:28,55.0,0.5684989,0.7654157,-0.45145088,-0.9356166,9.626116,6.4001117,3.1431363,3.0114398,-8.660714,0.84340125
2024-03-20 11:03:29,55.0,0.5735212,0.73674667,-0.40420967,-0.9455218,9.659598,6.3560266,3.1450894,3.0005581,-8.65625,0.871303
