Frequencia CMB,Angulo CV-1,CV-1,CV-2,CV-3,PT-1,PT-2,PT-3,PT-4,PT-5,FT-1,FT-2,desconhecida
50.0,0.0,-0.45253208,-0.31072125,-0.430106,-0.95061386,8.723214,5.5864954,3.2265625,3.0881696,-8.65067,0.92975724,4000.0
50.0,0.0,-0.44877115,-0.3216146,-0.47591147,-0.94124347,8.738281,5.7128906,3.2278645,3.0891926,-8.660156,0.95125324,4102.6665
50.0,0.0,-0.45518276,-0.3160226,-0.42476982,-0.9518694,8.671875,5.608817,3.222098,3.0856586,-8.654017,0.93868583,4115.4287
50.0,0.0,-0.43380302,-0.30078125,-0.49898857,-0.9469169,8.63058,5.6166296,3.2248883,3.081473,-8.666295,0.94705635,3946.0
50.0,0.0,-0.448527,-0.30525717,-0.4519043,-0.94889325,8.558594,5.705078,3.2233074,3.0917969,-8.654948,0.9538574,4059.6667
50.0,0.0,-0.43572125,-0.32101005,-0.48189873,-0.94601005,8.595983,5.631696,3.2276785,3.092634,-8.657366,0.9213867,4044.5715
50.0,0.0,-0.45887974,-0.34235492,-0.460519,-0.9433594,8.636161,5.6478796,3.2273996,3.0742188,-8.65067,0.94140625,3773.7144
50.0,0.0,-0.46268716,-0.3150228,-0.45381674,-0.9486491,8.5182295,5.5833335,3.2340496,3.0833333,-8.65625,0.9296875,4147.3335
50.0,0.0,-0.44339424,-0.3103725,-0.4708775,-0.9437779,8.53683,5.608817,3.219587,3.0853794,-8.66183,0.9232003,3971.4285
50.0,0.0,-0.4410226,-0.3180106,-0.45106724,-0.94566125,8.589286,5.5842633,3.2265625,3.079241,-8.649553,0.94273156,3984.2856
50.0,0.0,-0.40653482,-0.33414713,-0.46976724,-0.9510905,8.569011,5.629557,3.2233074,3.0839844,-8.6432295,0.9300944,4020.0
50.0,0.0,-0.45016044,-0.3241141,-0.44370815,-0.9474749,8.603795,5.6618304,3.215402,3.0881696,-8.655134,0.94091797,4112.5713
50.0,0.0,-0.443185,-0.31473213,-0.46700615,-0.9458705,8.55692,5.6484375,3.2128906,3.0878906,-8.655134,0.95891464,4016.8572
50.0,0.0,-0.43029785,-0.32389322,-0.46374512,-0.9437663,8.5807295,5.6614585,3.2272136,3.0914714,-8.657552,0.94677734,4090.3333
50.0,0.0,-0.44649833,-0.32753208,-0.45783344,-0.9536133,8.558036,5.613839,3.2271206,3.0878906,-8.651786,0.9267578,4117.7144
50.0,0.0,-0.44566128,-0.30705914,-0.4468471,-0.9409877,8.458705,5.5881696,3.2296317,3.090402,-8.649553,0.9422433,4092.5715
50.0,0.0,-0.45039877,-0.3170166,-0.44856772,-0.9404297,8.447917,5.6002603,3.2386067,3.0839844,-8.6484375,0.9408366,4214.0
50.0,0.0,-0.45172992,-0.33140346,-0.44444057,-0.94754463,8.438616,5.6512275,3.2318637,3.0834262,-8.646205,0.9379883,4230.2856
50.0,0.0,-0.44321987,-0.32101005,-0.48214287,-0.95054406,8.481027,5.604911,3.2410715,3.0851004,-8.651786,0.9379883,4247.4287
50.0,0.0,-0.44136557,-0.33093262,-0.43570963,-0.94401044,8.494792,5.6132812,3.2467449,3.0804036,-8.661458,0.935791,4241.3335
50.0,0.0,-0.4453125,-0.3236607,-0.48053852,-0.9485212,8.5390625,5.642299,3.247768,3.0890067,-8.65625,0.9273856,4212.5713
50.0,0.0,-0.44154575,-0.32202148,-0.44154575,-0.94740516,8.551339,5.584821,3.2304688,3.0828683,-8.652902,0.9401507,4171.143
50.0,0.0,-0.43037924,-0.3202311,-0.47025552,-0.94018555,8.614583,5.557943,3.2294922,3.0904949,-8.647136,0.9189453,3859.3333
50.0,0.0,-0.4485212,-0.3270438,-0.45532227,-0.941197,8.666295,5.658482,3.2290738,3.091518,-8.655134,0.95738,3989.4285
50.0,0.0,-0.42557198,-0.31473213,-0.45155552,-0.9482422,8.647322,5.629464,3.2276785,3.0876117,-8.6484375,0.9469866,3690.5715
50.0,0.0,-0.426473,-0.3269857,-0.43770346,-0.9482422,8.7005205,5.624349,3.2194011,3.0830078,-8.657552,0.9536133,3521.0
50.0,0.0,-0.43174526,-0.3273577,-0.4294085,-0.9439174,8.723214,5.59096,3.222098,3.0878906,-8.652902,0.9404994,3390.8572
50.0,0.0,-0.4396624,-0.31703404,-0.48496792,-0.94328964,8.7109375,5.6551337,3.2318637,3.0881696,-8.655134,0.9393136,3503.4285
50.0,0.0,-0.4547526,-0.33015952,-0.48234048,-0.9526367,8.703125,5.626953,3.2252605,3.0878906,-8.649739,0.9586589,3575.0
50.0,0.0,-0.4509975,-0.31117466,-0.45071846,-0.9445452,8.641741,5.6640625,3.2232144,3.093471,-8.6484375,0.95458984,3678.2856
50.0,0.0,-0.4321289,-0.3190918,-0.47401646,-0.9423828,8.621652,5.671875,3.2265625,3.0870535,-8.658483,0.95521766,3760.8572
50.0,0.0,-0.44722494,-0.31298828,-0.45544434,-0.9480794,8.583333,5.5390625,3.2314453,3.0888672,-8.6484375,0.9536133,3769.6667
50.0,0.0,-0.44426617,-0.33185688,-0.42919922,-0.94084823,8.563616,5.6791296,3.2338169,3.0890067,-8.649553,0.94538224,3748.5715
50.0,0.0,-0.42790875,-0.31382534,-0.47160992,-0.9490792,8.543527,5.6953125,3.2282367,3.0898438,-8.65067,0.95598495,3766.2856
50.0,0.0,-0.4075521,-0.3231608,-0.47546387,-0.94433594,8.598958,5.643229,3.2291667,3.0885417,-8.647136,0.9387207,3779.6667
50.0,0.0,-0.37388393,-0.336077,-0.45668247,-0.9409877,8.547991,5.5814734,3.2193081,3.0834262,-8.6484375,0.9291295,3773.4285
50.0,0.0,-0.36945453,-0.32714844,-0.443464,-0.94384766,8.625,5.656808,3.2257254,3.095982,-8.65625,0.9523577,3790.0
50.0,0.0,-0.34232584,-0.32409668,-0.48213705,-0.94401044,8.546875,5.6341147,3.2096355,3.0839844,-8.6536455,0.9379883,4107.0
50.0,0.0,-0.33666992,-0.3198591,-0.46114677,-0.94084823,8.683036,5.6685266,3.2248883,3.0820312,-8.65067,0.9455218,4217.7144
50.0,0.0,-0.35274833,-0.32972935,-0.4709124,-0.94566125,8.613839,5.717076,3.2327008,3.0884488,-8.660714,0.94077843,4926.857
50.0,0.0,-0.3462321,-0.31026205,-0.49039713,-0.943929,8.494792,5.669922,3.234375,3.0839844,-8.65625,0.93269855,5076.6665
50.0,0.0,-0.33663505,-0.32910156,-0.4571359,-0.9455915,8.513392,5.5898438,3.2254465,3.0864956,-8.651786,0.94063896,4143.4287
50.0,0.0,-0.33459473,-0.32206216,-0.45975748,-0.9442546,8.6171875,5.6152344,3.2223308,3.0888672,-8.654948,0.9611003,4446.3335
50.0,0.0,-0.32728794,-0.32373047,-0.4738072,-0.9381278,8.558036,5.637835,3.2287946,3.0895648,-8.652902,0.9384068,4417.4287
50.0,0.0,-0.33658853,-0.30362955,-0.49414062,-0.94344074,8.553386,5.6054688,3.2249348,3.086263,-8.649739,0.94645184,4125.0
50.0,0.0,-0.351981,-0.3276716,-0.49989536,-0.9547991,8.606027,5.612165,3.2218192,3.0954242,-8.66183,0.9448242,4408.0
50.0,0.0,-0.3421224,-0.33422852,-0.47953287,-0.94873047,8.520833,5.6158853,3.2259114,3.092448,-8.649739,0.94002277,4275.3335
50.0,0.0,-0.3244222,-0.31998697,-0.44930014,-0.9428711,8.569011,5.608724,3.2259114,3.088216,-8.649739,0.93082684,4397.3335
50.0,0.0,-0.3145752,-0.3560791,-0.42785645,-0.9486491,8.552083,5.608724,3.2180989,3.0927734,-8.661458,0.9460449,4568.6665
50.0,0.0,-0.32784018,-0.33329263,-0.4645996,-0.93880206,8.567708,5.6236978,3.226237,3.084961,-8.6588545,0.9199219,4350.6665
50.0,0.0,-0.33951822,-0.31970215,-0.49401855,-0.94873047,8.552083,5.6328125,3.225586,3.0833333,-8.652344,0.9584961,4562.0
50.0,0.0,-0.35099283,-0.32430014,-0.4383545,-0.9376628,8.625,5.589193,3.2233074,3.0791016,-8.651042,0.9366862,4313.0
50.0,0.0,-0.33003744,-0.32832846,-0.4654541,-0.93758136,8.5911455,5.6510415,3.2304688,3.0823567,-8.652344,0.93986005,4439.0
50.0,0.0,-0.3264974,-0.32600912,-0.47631836,-0.9451497,8.5755205,5.698568,3.227539,3.0833333,-8.6588545,0.93115234,4454.0
50.0,0.0,-0.34191895,-0.316569,-0.46687827,-0.9409993,8.571614,5.6621094,3.2278645,3.0764973,-8.6536455,0.9295247,4397.3335
50.0,0.0,-0.3376058,-0.31437173,-0.4642334,-0.94344074,8.597656,5.5833335,3.226237,3.086263,-8.6536455,0.92594403,3970.6667
50.0,0.0,-0.3549398,-0.3289795,-0.4737142,-0.93375653,8.597656,5.608724,3.2291667,3.0839844,-8.65625,0.944987,4515.6665
50.0,0.0,-0.33260092,-0.339681,-0.46756998,-0.95182294,8.5703125,5.6816406,3.2207031,3.0891926,-8.654948,0.9491374,4294.0
50.0,0.0,-0.34631348,-0.31933594,-0.49222818,-0.94905597,8.462239,5.6015625,3.2395833,3.0872395,-8.644531,0.94278973,4490.3335
50.0,0.0,-0.35986328,-0.33353677,-0.47302246,-0.9451497,8.535156,5.6165366,3.2246094,3.0846355,-8.6640625,0.9355469,4236.3335
50.0,0.0,-0.3321289,-0.3222168,-0.46728516,-0.9466797,8.628125,5.583594,3.229297,3.0835938,-8.646875,0.9373047,4616.0
50.0,0.0,-0.347819,-0.3216146,-0.4711914,-0.943929,8.473958,5.6178384,3.2239583,3.079427,-8.654948,0.953125,4548.3335
50.0,0.0,-0.3421631,-0.3210856,-0.4587809,-0.9403483,8.576823,5.638672,3.226237,3.078125,-8.641927,0.94124347,4359.0
50.0,0.0,-0.32755533,-0.32714844,-0.46036783,-0.94344074,8.527344,5.671224,3.2220051,3.088216,-8.657552,0.95906574,4467.6665
50.0,0.0,-0.3310547,-0.32709962,-0.4390625,-0.9356445,8.564062,5.5710936,3.2304688,3.0867188,-8.660937,0.95302737,4319.6
50.0,0.0,-0.35632324,-0.33337402,-0.44836426,-0.9465332,8.5807295,5.6263022,3.2239583,3.0891926,-8.660156,0.9526367,4654.0
50.0,0.0,-0.34228516,-0.30854493,-0.48901367,-0.9482422,8.564062,5.6234374,3.2285156,3.0945313,-8.665625,0.95517576,4439.2
50.0,0.0,-0.33113608,-0.31530762,-0.4153646,-0.93937176,8.550781,5.6438804,3.2272136,3.0833333,-8.652344,0.9444987,4272.3335
50.0,0.0,-0.33524576,-0.32035318,-0.4312744,-0.9379069,8.6171875,5.6595054,3.2220051,3.0904949,-8.649739,0.92903644,4180.0
50.0,0.0,-0.3366211,-0.32524413,-0.4453125,-0.9421875,8.553125,5.6453123,3.2160156,3.0867188,-8.659375,0.9475586,4724.4
50.0,0.0,-0.33984375,-0.3253418,-0.4506836,-0.93720704,8.625,5.5953126,3.2171874,3.0898438,-8.65,0.9398438,4067.6
50.0,0.0,-0.35384116,-0.3223063,-0.4478353,-0.9421387,8.610677,5.669922,3.217448,3.0804036,-8.644531,0.9354655,4612.6665
50.0,0.0,-0.35532227,-0.32792968,-0.46015626,-0.94208986,8.557813,5.5640626,3.21875,3.0871093,-8.65,0.9369141,3893.6
50.0,0.0,-0.3244629,-0.32462564,-0.47509766,-0.94173175,8.574219,5.6022134,3.2281902,3.0999348,-8.654948,0.9461263,4670.0
50.0,0.0,-0.3368164,-0.3227539,-0.4745117,-0.94365233,8.615625,5.6625,3.226172,3.0929687,-8.653125,0.9615234,4147.2
50.0,0.0,-0.33095703,-0.31049806,-0.48422852,-0.94433594,8.5875,5.603906,3.2273438,3.0925782,-8.646875,0.9595703,4200.8
50.0,0.0,-0.3359375,-0.33024088,-0.5052083,-0.94311523,8.5182295,5.6731772,3.2333984,3.0917969,-8.641927,0.9442546,4278.3335
50.0,0.0,-0.36171874,-0.32949218,-0.46030274,-0.94501954,8.595312,5.6648436,3.2160156,3.088672,-8.65,0.9241211,4359.2
50.0,0.0,-0.3498047,-0.32680663,-0.46069336,-0.944043,8.515625,5.590625,3.2257812,3.0871093,-8.6640625,0.93671876,4317.6
50.0,0.0,-0.33154297,-0.32128906,-0.49541014,-0.9489258,8.6375,5.5859375,3.2265625,3.0894532,-8.653125,0.95527345,4646.0
50.0,0.0,-0.33735353,-0.33789062,-0.4269043,-0.94736326,8.6125,5.5859375,3.234375,3.0957031,-8.645312,0.93417966,4244.4
50.0,0.0,-0.11165772,-0.3182617,-0.47919923,-0.9513672,8.542188,5.6328125,3.2191405,3.0925782,-8.645312,0.94570315,4192.0
50.0,0.0,0.7642578,-0.32348633,-0.49135742,-0.9513672,8.728125,5.6953125,3.2222657,3.09375,-8.657812,0.93466794,4571.6
50.0,0.0,1.7488282,-0.3419922,-0.41791993,-0.94570315,8.546875,5.5898438,3.2382812,3.0890625,-8.657812,0.946582,4177.6
50.0,0.0,2.6960938,-0.3383301,-0.49438477,-0.9455078,8.557813,5.5914063,3.2226562,3.0890625,-8.651563,0.9555664,4567.6
50.0,0.0,3.703125,-0.30385742,-0.48115236,-0.9455078,8.61875,5.6234374,3.2171874,3.086328,-8.665625,0.96884763,4484.8
50.0,0.0,4.5695314,-0.31484374,-0.4772461,-0.95351565,8.529688,5.5976562,3.2195313,3.0882812,-8.651563,0.93056643,4277.2
50.0,0.0,5.594531,-0.321875,-0.446875,-0.9507812,8.51875,5.6109376,3.2234375,3.0910156,-8.645312,0.9410156,4828.4
50.0,0.0,6.6960936,-0.31157225,-0.46835938,-0.93896484,8.582812,5.630469,3.2195313,3.0875,-8.6484375,0.9491211,3820.8
50.0,0.0,7.6851563,-0.33046874,-0.459375,-0.9385742,8.620313,5.5640626,3.226953,3.086328,-8.651563,0.9404297,3753.6
50.0,0.0,8.734375,-0.31777343,-0.4963379,-0.9422852,8.6625,5.5640626,3.2183595,3.0890625,-8.651563,0.94853514,3775.6
50.0,0.0,9.795313,-0.32006836,-0.49628907,-0.9484375,8.692187,5.53125,3.2140625,3.0871093,-8.65,0.94501954,4494.8
50.0,0.0,10.865625,-0.32705078,-0.44125977,-0.94746095,8.86875,5.4921875,3.2210937,3.085547,-8.660937,0.95107424,4366.0
50.0,0.0,11.967188,-0.32216796,-0.48217773,-0.9446289,8.9375,5.509375,3.2210937,3.0785155,-8.6640625,0.93291014,4162.0
50.0,0.0,13.004687,-0.32246095,-0.47426757,-0.94785154,8.975,5.4132814,3.2191405,3.0796876,-8.65,0.93359375,4524.4
50.0,0.0,14.073438,-0.3067871,-0.47104493,-0.95039064,9.234375,5.3460937,3.2074218,3.0757813,-8.642187,0.9216797,3883.2
50.0,0.0,15.21875,-0.3277832,-0.46933594,-0.9537109,9.359375,5.3210936,3.223828,3.0898438,-8.653125,0.94746095,4521.2
50.0,0.0,16.125,-0.30743408,-0.5018921,-0.9432373,9.53125,5.2646484,3.2265625,3.0825195,-8.669922,0.94421387,4521.0
50.0,0.0,17.171875,-0.3166992,-0.4571289,-0.9493164,9.7625,5.0796876,3.2210937,3.0976562,-8.657812,0.9350586,4407.6
50.0,0.0,18.25,-0.33286133,-0.4484375,-0.95058596,9.903125,5.05625,3.21875,3.085547,-8.659375,0.9550781,4286.8
50.0,0.0,19.44375,-0.30366212,-0.50219727,-0.9589844,10.10625,5.0609374,3.221875,3.0972657,-8.6484375,0.9476563,4379.2
50.0,0.0,20.378906,-0.32458496,-0.47479248,-0.9559326,10.222656,4.911133,3.229004,3.0913086,-8.642578,0.95666504,4148.0
50.0,0.0,21.4625,-0.3005371,-0.48422852,-0.96171874,10.379687,4.9101562,3.2101562,3.0949218,-8.673437,0.9763672,4735.2
50.0,0.0,22.53125,-0.31845704,-0.44936523,-0.9489258,10.610937,4.8945312,3.221875,3.084375,-8.659375,0.9484375,4154.4
50.0,0.0,23.449219,-0.32086182,-0.48242188,-0.95983887,10.7890625,4.899414,3.2231445,3.0820312,-8.6640625,0.94189453,4380.5
50.0,0.0,24.44375,-0.31987303,-0.48378906,-0.9585937,11.015625,4.8460937,3.2277343,3.0914063,-8.646875,0.9356445,4346.0
50.0,0.0,25.460938,-0.32080078,-0.4935913,-0.95788574,11.298828,4.741211,3.2304688,3.0825195,-8.660156,0.9346924,4995.0
50.0,0.0,26.434376,-0.32250977,-0.44643554,-0.97197264,11.482813,4.5796876,3.2304688,3.0898438,-8.646875,0.9524414,3734.0
50.0,0.0,27.63125,-0.33935547,-0.4366211,-0.97988284,11.8125,4.4414062,3.2273438,3.0773437,-8.6484375,0.94853514,4840.4
50.0,0.0,28.652344,-0.32080078,-0.41851807,-0.9855957,12.011719,4.3310547,3.2329102,3.0922852,-8.654297,0.9300537,4122.0
50.0,0.0,29.471874,-0.3230957,-0.48789063,-0.9859375,12.235937,4.235156,3.225,3.0835938,-8.654688,0.9741211,4572.8
50.0,0.0,29.585938,-0.31463623,-0.47662354,-0.9707031,12.339844,4.220703,3.2138672,3.0888672,-8.673828,0.921875,3787.0
50.0,0.0,29.575,-0.31879884,-0.43203124,-0.97910154,12.373438,4.1890626,3.2246094,3.0824218,-8.65,0.92109376,4404.0
50.0,0.0,29.578125,-0.3157959,-0.45056152,-0.9802246,12.330078,4.2197266,3.2304688,3.0878906,-8.6484375,0.961792,3770.5
50.0,0.0,29.585938,-0.31524658,-0.44519043,-0.9777832,12.3828125,4.3447266,3.2270508,3.0854492,-8.669922,0.9390869,4529.0
50.0,0.0,29.575,-0.3171875,-0.44960937,-0.9796875,12.373438,4.1199217,3.2304688,3.0902343,-8.639063,0.95097655,4247.2
50.0,0.0,29.585938,-0.3079834,-0.48895264,-0.984375,12.402344,4.179199,3.215332,3.0795898,-8.650391,0.94226074,4343.0
50.0,0.0,29.565624,-0.3092285,-0.45249024,-0.98349607,12.325,4.3101563,3.2214844,3.0789063,-8.654688,0.95039064,4276.8
50.0,0.0,29.570312,-0.32104492,-0.48077393,-0.9803467,12.314453,4.352539,3.2265625,3.0893555,-8.654297,0.9343262,4283.0
50.0,0.0,29.574219,-0.32855225,-0.4251709,-0.97351074,12.28125,4.2158203,3.222168,3.0864258,-8.658203,0.9577637,4245.0
50.0,0.0,29.575,-0.32495117,-0.45361328,-0.9874023,12.3625,4.2484374,3.2222657,3.0824218,-8.653125,0.92441404,4479.2
50.0,0.0,29.570312,-0.32244873,-0.4239502,-0.9616699,12.3984375,4.227051,3.2246094,3.0839844,-8.650391,0.9605713,4411.0
50.0,0.0,29.578125,-0.3161621,-0.47705078,-0.9729004,12.410156,4.161621,3.2270508,3.0893555,-8.6484375,0.9178467,4408.0
50.0,0.0,29.589844,-0.34295654,-0.49041748,-0.9559326,12.333984,4.2177734,3.21875,3.081543,-8.652344,0.93847656,4576.0
50.0,0.0,29.558594,-0.31756592,-0.5136719,-0.9844971,12.384766,4.0532227,3.2246094,3.0830078,-8.6640625,0.9300537,4795.0
50.0,0.0,29.589844,-0.32647705,-0.42108154,-1.0024414,12.314453,4.2001953,3.2416992,3.0898438,-8.652344,0.9667969,4152.0
50.0,0.0,29.570312,-0.31072998,-0.44378662,-0.9851074,12.433594,4.2226562,3.2226562,3.081543,-8.650391,0.9580078,4503.5
50.0,0.0,29.585938,-0.33154297,-0.41571045,-0.9836426,12.359375,4.036133,3.211914,3.081543,-8.646484,0.94628906,4077.0
50.0,0.0,29.584375,-0.32792968,-0.47563475,-0.9807617,12.390625,4.2277346,3.2335937,3.0929687,-8.660937,0.9273437,4311.6
50.0,0.0,29.574219,-0.34100342,-0.42523193,-0.9827881,12.441406,4.239258,3.222168,3.0878906,-8.646484,0.9597168,4675.5
50.0,0.0,29.574219,-0.31347656,-0.40722656,-0.9715576,12.361328,4.1049805,3.2363281,3.0830078,-8.654297,0.9449463,4180.0
50.0,0.0,29.570312,-0.34484863,-0.4649048,-0.98339844,12.419922,4.0166016,3.2270508,3.0874023,-8.652344,0.9680176,4493.0
50.0,0.0,29.574219,-0.31817627,-0.48712158,-0.97436523,12.396484,4.2128906,3.225586,3.084961,-8.652344,0.9449463,4287.5
50.0,0.0,29.570312,-0.32269287,-0.49273682,-0.9737549,12.308594,4.279297,3.2211914,3.0898438,-8.6484375,0.9675293,4118.0
50.0,0.0,29.570312,-0.31158447,-0.4524536,-0.98376465,12.3359375,4.17334,3.2236328,3.0825195,-8.658203,0.960083,4591.0
50.0,0.0,29.578125,-0.30633545,-0.4508667,-0.98657227,12.302734,4.2060547,3.2226562,3.0839844,-8.662109,0.9428711,4222.5
50.0,0.0,29.5625,-0.30773926,-0.4383545,-0.98376465,12.294922,4.095703,3.2167969,3.0913086,-8.660156,0.9489746,4121.0
50.0,0.0,29.585938,-0.3340454,-0.4935913,-0.98046875,12.3515625,4.326172,3.2192383,3.0800781,-8.65625,0.91748047,4409.5
50.0,0.0,29.578125,-0.31396484,-0.51135254,-0.9748535,12.361328,4.211914,3.230957,3.088379,-8.652344,0.951416,4104.0
