Frequencia CMB,CV-1,PT-2
40.0,59.6385422,12.4424478
40.0,59.6395836,12.4593749
40.0,59.64375,12.456770800000001
40.0,59.642708600000006,12.4601562
40.0,59.640625,12.4830728
40.0,59.646875,12.4848956
40.0,59.6416664,12.4736978
40.0,59.6395836,12.4705728
40.0,59.640625,12.4765624
40.0,59.638541399999994,12.4567708
40.0,59.636457799999995,12.448177099999999
40.0,59.6416664,12.4609375
40.0,59.63958279999999,12.46875
40.0,59.640624200000005,12.4523438
40.0,59.6427078,12.4492188
40.0,59.646875,12.4596354
40.0,59.65,12.4359375
40.0,59.653125,12.446875
40.0,59.651042200000006,12.4661459
40.0,59.644792200000005,12.48125
40.0,59.64270859999999,12.4606771
40.0,59.63645859999999,12.4710937
40.0,59.63020859999999,12.45625
40.0,59.6302086,12.4473957
40.0,59.634375,12.4453125
40.0,59.621875,12.4718751
40.0,59.6239586,12.4859376
40.0,59.625,12.4846354
40.0,59.6260414,12.4867188
40.0,59.621875,12.479427
40.0,59.628125,12.4622394
40.0,59.630207799999994,12.4372394
40.0,59.638541399999994,12.4304687
40.0,59.6416664,12.4179687
40.0,59.63958279999999,12.4325521
40.0,59.636457799999995,12.445833400000001
40.0,59.640625,12.4567709
40.0,59.634375,12.4835938
40.0,59.628125,12.486197899999999
40.0,59.6385422,12.4882813
40.0,59.644792200000005,12.4765626
40.0,59.638542199999996,12.4802085
40.0,59.63541719999999,12.4598959
40.0,59.63333359999999,12.4744793
40.0,59.628125,12.4716147
40.0,59.622916399999994,12.4833334
40.0,59.6270828,12.4664062
40.0,59.630207799999994,12.4859375
40.0,59.630207799999994,12.4942709
40.0,59.630207799999994,12.484895900000001
40.0,59.6364578,12.4822918
40.0,59.633332800000005,12.5049481
40.0,59.6312492,12.5007815
40.0,59.636457799999995,12.4846356
40.0,59.6270828,12.4885418
40.0,59.626041400000005,12.4981772
40.0,59.627082800000004,12.4976563
40.0,59.638541399999994,12.486979199999999
40.0,59.6354164,12.486979199999999
40.0,59.644791399999995,12.472916699999999
40.0,59.6416664,12.462239499999999
40.0,59.640625,12.4572917
40.0,59.63541640000001,12.4507813
40.0,59.63541640000001,12.4546875
40.0,59.63020780000001,12.4583334
40.0,59.63958280000001,12.4658856
40.0,59.6343742,12.4656252
40.0,59.63958279999999,12.4721356
40.0,59.63958279999999,12.4770835
40.0,59.65104140000001,12.4945313
40.0,59.64791640000001,12.478125
40.0,59.659375,12.4877604
40.0,59.658333600000006,12.494791600000001
40.0,59.6614586,12.4945313
40.0,59.6552086,12.4859376
40.0,59.6489586,12.5114585
40.0,59.6489586,12.5114585
40.0,59.644791399999995,12.5166669
40.0,59.6416664,12.5260419
40.0,59.6322914,12.547395999999999
40.0,59.6354164,12.5250001
40.0,59.629166399999995,12.5265625
40.0,59.7895836,12.5302082
40.0,60.1489586,12.5317706
40.0,60.730208600000005,12.5520831
40.0,61.4989586,12.5997394
40.0,62.4625008,12.640624800000001
40.0,63.460417199999995,12.7075519
40.0,64.4260422,12.7614582
40.0,65.3427094,12.8104166
40.0,66.2645844,12.851041599999999
40.0,67.2020844,12.903125
40.0,68.0458344,12.9117188
40.0,68.7270844,12.9531251
40.0,69.24791719999999,12.9802085
40.0,69.5541672,13.0145835
40.0,69.6541672,13.0145835
40.0,69.6541672,13.0427085
40.0,69.64791720000001,13.0434897
40.0,69.64375,13.030989700000001
40.0,69.64375,13.0052084
40.0,69.6458328,12.996614600000001
40.0,69.64375,12.974739600000001
40.0,69.64375,12.982552100000001
40.0,69.6354172,12.9789062
40.0,69.6354172,12.9976562
40.0,69.6354172,13.009375
40.0,69.64375,13.03125
40.0,69.65625,13.0328125
40.0,69.65625,13.0429687
40.0,69.6604172,13.046614600000002
40.0,69.6604172,13.044270800000001
40.0,69.6479172,13.029427000000002
40.0,69.64375,13.032031100000001
40.0,69.6625,13.0187499
40.0,69.6645828,13.005728999999999
40.0,69.6666656,13.0101562
40.0,69.6729156,13.0023438
40.0,69.66458279999999,12.9903647
40.0,69.6583328,13.0132813
40.0,69.66458279999999,13.0148438
40.0,69.6625,12.9994792
40.0,69.66041720000001,13.0085938
40.0,69.6729172,13.00625
40.0,69.66041720000001,12.991145900000001
40.0,69.6520844,13.0
40.0,69.6458344,13.0164062
40.0,69.6479172,13.0135416
40.0,69.6416672,13.0307292
40.0,69.65,13.035416699999999
40.0,69.64583280000001,13.038281399999999
40.0,69.6520828,13.0375002
40.0,69.65,13.050260499999998
40.0,69.65,13.040104199999998
40.0,69.6479172,13.036197999999999
40.0,69.65416719999999,13.0463542
40.0,69.65625,13.0455729
40.0,69.65833280000001,13.0359376
40.0,69.6645828,13.0257813
40.0,69.6666656,13.0192709
40.0,69.6666656,13.0052084
40.0,69.66458279999999,12.9966147
40.0,69.6708328,12.998177100000001
40.0,69.6666656,12.997916800000002
40.0,69.6645828,12.996614600000001
40.0,69.6708328,12.989583300000001
40.0,69.67708280000001,13.007552
40.0,69.6729156,13.0057292
40.0,69.6708328,13.003645800000001
40.0,69.6770828,13.0247396
40.0,69.66458279999999,13.030989600000002
40.0,69.65625,13.0132812
40.0,69.6541672,13.0260416
40.0,69.64791720000001,13.024479099999999
40.0,69.64791720000001,13.0096353
40.0,69.66041720000001,12.999479099999999
40.0,69.66458279999999,13.0109375
40.0,69.66458279999999,12.9960937
40.0,69.6770828,13.0054687
40.0,69.6708328,12.9960937
40.0,69.6666656,13.0039062
40.0,69.6708328,12.9945312
40.0,69.67708280000001,12.9867187
40.0,69.67708280000001,12.9929687
40.0,69.6833328,13.009375
40.0,69.675,13.015104099999999
40.0,69.68125,13.029947799999999
40.0,69.68125,13.0518228
40.0,69.66875,13.0565103
40.0,69.66875,13.046354
40.0,69.68541719999999,13.044791499999999
40.0,69.6791672,13.0432291
40.0,69.6791672,13.0424478
40.0,69.6791672,13.040104099999999
40.0,69.6791672,13.047916699999998
40.0,69.6708328,13.047396
40.0,69.6645828,13.0294272
40.0,69.6645828,13.016146
40.0,69.67708280000001,13.0184897
40.0,69.6708328,13.016145900000001
40.0,69.675,13.0328125
40.0,69.675,13.0375
38.0,55.66188476599999,11.438749999999999
36.0,41.653616533999994,9.832890619999999
34.0,27.652563242000003,8.23422982
32.0,13.643829982,6.62005574
30.0,-0.362867608,5.0283890399999995
30.0,-0.36402414,5.03104528
30.0,-0.36575172,5.028310920000001
30.0,-0.369459168,5.033351919999999
30.0,-0.373121278,5.0292224
30.0,-0.36996024,5.0285899999999994
30.0,-0.36525065,5.029761880000001
30.0,-0.363276604,5.02641362
30.0,-0.36275693800000003,5.02315842
30.0,-0.365156488,5.023363099999999
30.0,-0.36872094200000005,5.0207961
30.0,-0.369266186,5.0234189
30.0,-0.37377697000000004,5.02611608
30.0,-0.371447166,5.028125
30.0,-0.364911172,5.03305424
30.0,-0.36302664,5.035472400000001
30.0,-0.36592842800000003,5.031008079999999
30.0,-0.365568034,5.032998399999999
30.0,-0.370370632,5.03320308
30.0,-0.37228191,5.0329799600000005
30.0,-0.37159249600000005,5.03524932
30.0,-0.365736608,5.03774192
30.0,-0.36166992000000003,5.03896972
30.0,-0.35879952000000004,5.03709092
30.0,-0.359526124,5.03394732
30.0,-0.35730794,5.0332776
30.0,-0.36406366,5.0327939
30.0,-0.362647646,5.02957578
30.0,-0.361168858,5.031473180000001
30.0,-0.36396485,5.03182658
30.0,-0.36321033799999997,5.02840408
30.0,-0.356025626,5.03108266
30.0,-0.358355422,5.03485874
30.0,-0.36147577000000003,5.03041294
30.0,-0.355448986,5.032979859999999
30.0,-0.356001206,5.03785336
30.0,-0.359547062,5.03578868
30.0,-0.361304872,5.033444919999999
30.0,-0.361518784,5.03599332
30.0,-0.364660062,5.0304687999999995
30.0,-0.368503538,5.02745534
30.0,-0.36858491400000004,5.02684144
30.0,-0.36776879399999995,5.02671124
30.0,-0.368131514,5.02548364
30.0,-0.36602260000000003,5.0292225
30.0,-0.36238374,5.0286645199999995
30.0,-0.362132628,5.034914519999999
30.0,-0.363025488,5.0368305200000005
30.0,-0.360064414,5.0379837599999995
30.0,-0.362366314,5.036756
30.0,-0.358513542,5.0356399000000005
30.0,-0.359277354,5.02961316
30.0,-0.356926622,5.03017112
30.0,-0.35787877,5.02779018
30.0,-0.35593610999999997,5.03048736
30.0,-0.364139234,5.03115704
30.0,-0.360327154,5.02836688
30.0,-0.363266146,5.0270648200000005
30.0,-0.36035041199999995,5.03130582
30.0,-0.362906912,5.02894346
30.0,-0.358825114,5.03277532
30.0,-0.361817574,5.03723952
30.0,-0.35691151,5.04066202
30.0,-0.35657203800000004,5.04205712
30.0,-0.35256813200000003,5.0422804
30.0,-0.35256231800000004,5.0419084
30.0,-0.35094053000000003,5.043229200000001
30.0,-0.351379982,5.0401042
30.0,-0.35242397,5.03424484
30.0,-0.355637322,5.03456104
30.0,-0.352882022,5.035900239999999
30.0,-0.354343378,5.03011524
30.0,-0.35575009,5.03242184
30.0,-0.35439685400000004,5.03677452
30.0,-0.350548736,5.03768596
30.0,-0.35647553600000004,5.03190096
30.0,-0.35177408200000004,5.03714644
30.0,-0.35374348199999994,5.03383544
30.0,-0.35846353400000003,5.0331285800000005
30.0,-0.3595238,5.03402142
30.0,-0.35304594,5.0342261
30.0,-0.354853746,5.03255202
30.0,-0.357141696,5.033221719999999
30.0,-0.353080824,5.030357159999999
30.0,-0.352871564,5.02901788
30.0,-0.354165508,5.030506
30.0,-0.357013816,5.0295946
30.0,-0.35360282200000004,5.0272509
30.0,-0.354074826,5.027120720000001
30.0,-0.355541992,5.03251512
30.0,-0.356909178,5.032384840000001
30.0,-0.359806314,5.032384840000001
30.0,-0.363061518,5.0350261
30.0,-0.366691078,5.03841146
30.0,-0.36863606200000004,5.03554682
30.0,-0.368530272,5.03502602
30.0,-0.365950518,5.03411448
30.0,-0.36465657399999996,5.03789054
30.0,-0.36005859399999995,5.03268226
30.0,-0.35581055,5.02838538
30.0,-0.35969075800000005,5.03205726
30.0,-0.358266608,5.037526
30.0,-0.350966804,5.03505208
30.0,-0.353157554,5.03825516
30.0,-0.35692546,5.03916668
30.0,-0.357985028,5.033671880000001
30.0,-0.35851074,5.02768232
30.0,-0.367202148,5.01973952
30.0,-0.36849121399999996,5.023020840000001
30.0,-0.369264322,5.02497396
30.0,-0.36482584599999995,5.03031252
30.0,-0.364153648,5.03812504
30.0,-0.362021488,5.0426824
30.0,-0.36091797200000003,5.039713600000001
30.0,-0.357410488,5.039583339999999
30.0,-0.356980802,5.0358333
30.0,-0.355996098,5.0358333
30.0,-0.34872070600000005,5.04317706
30.0,-0.349189454,5.04239582
30.0,-0.349055988,5.04046876
30.0,-0.347812498,5.04552084
30.0,-0.351490884,5.0373958199999995
30.0,-0.356129556,5.0295833000000005
30.0,-0.356129556,5.035052040000001
30.0,-0.3588737,5.04192704
30.0,-0.365214842,5.03718744
30.0,-0.3627653,5.0414062
30.0,-0.36620280000000005,5.046562440000001
30.0,-0.371290694,5.04328122
30.0,-0.374632976,5.0382031
30.0,-0.37264567,5.037213599999999
30.0,-0.3745874,5.03924484
30.0,-0.3783374,5.0404948
30.0,-0.370607906,5.0418229199999995
30.0,-0.365185542,5.04111978
30.0,-0.360209958,5.04507808
30.0,-0.2987597634,5.0467968800000005
30.0,-0.06540038340000001,5.0419532
30.0,0.3629150486,5.039375
30.0,0.9802197346,5.0425
30.0,1.7891357506000003,5.0388672
30.0,2.70892576,5.0313671200000005
30.0,3.6580663799999997,5.0310546
30.0,4.624824179999999,5.0302734000000004
30.0,5.59224606,5.02843746
30.0,6.55335934,5.03488276
30.0,7.56601562,5.0520703
30.0,8.59070312,5.0637890599999995
30.0,9.60304678,5.08378906
30.0,10.674687299999999,5.1117187600000005
30.0,11.7503905,5.14609376
30.0,12.819765499999999,5.1864063
30.0,13.896328,5.232656260000001
30.0,14.974140599999998,5.27441406
30.0,16.0244532,5.32941408
30.0,17.095937600000003,5.37902346
30.0,18.156562400000002,5.41933592
30.0,19.2159374,5.47054688
30.0,20.2734374,5.52863282
30.0,21.2995312,5.58085936
30.0,22.318593600000003,5.64015628
30.0,23.3523438,5.7076172199999995
30.0,24.3460938,5.77363286
30.0,25.3667188,5.84566412
30.0,26.402656200000003,5.917343819999999
30.0,27.415781399999997,5.9940625
30.0,28.250156399999998,6.06378906
30.0,28.9095314,6.12374998
30.0,29.337656399999997,6.16785158
30.0,29.561875199999996,6.197070340000001
30.0,29.6007812,6.2075391
30.0,29.6,6.21281254
30.0,29.598750000000003,6.2140625
30.0,29.5909374,6.2158203
30.0,29.58625,6.21472654
30.0,29.583125000000003,6.21511718
30.0,29.583125000000003,6.21179684
30.0,29.5867188,6.21093752
30.0,29.5901564,6.20304692
30.0,29.5940626,6.19875004
30.0,29.594844000000002,6.195039100000001
30.0,29.5964064,6.20031256
30.0,29.595625000000002,6.20089848
30.0,29.5953126,6.20058592
30.0,29.5914064,6.20546872
30.0,29.5929688,6.20664058
30.0,29.5945314,6.20292964
30.0,29.592969,6.20781244
30.0,29.5890626,6.218359319999999
30.0,29.586249999999996,6.21558584
30.0,29.590937599999997,6.21480464
30.0,29.592499999999994,6.205820279999999
30.0,29.595624999999995,6.20334638
30.0,29.5995314,6.201783860000001
30.0,29.602344,6.19967454
30.0,29.5921876,6.198112
30.0,29.5890626,6.19459636
30.0,29.5835938,6.19257806
30.0,29.5875,6.19121086
30.0,29.5875,6.19667958
30.0,29.5960938,6.20039052
30.0,29.5960938,6.211914
30.0,29.6007814,6.20917966
30.0,29.5960938,6.21308594
30.0,29.598698000000002,6.2108724
30.0,29.595573,6.21419272
30.0,29.5963542,6.21595052
30.0,29.5908854,6.22083334
30.0,29.601041600000002,6.22259116
30.0,29.604166599999996,6.230924539999999
30.0,29.601041599999995,6.2274088999999995
30.0,29.594010400000002,6.228190100000001
30.0,29.598697800000004,6.22877602
30.0,29.589843600000002,6.22513022
30.0,29.5888018,6.21803384
30.0,29.586458,6.2162760399999994
30.0,29.5929686,6.21328124
30.0,29.5914062,6.2109375
30.0,29.593229200000003,6.2071614
30.0,29.588021000000005,6.20878904
30.0,29.589583600000005,6.2082031
30.0,29.584375,6.20481774
30.0,29.5835938,6.20481774
30.0,29.5867188,6.20110682
30.0,29.590885199999995,6.2042318199999995
30.0,29.593228999999997,6.208723999999999
30.0,29.594270799999997,6.21393232
30.0,29.5960938,6.2059245
30.0,29.5945314,6.21295576
30.0,29.590885800000002,6.2085937399999995
30.0,29.5882814,6.20872392
30.0,29.5953126,6.21497392
30.0,29.5890626,6.22044268
30.0,29.590625,6.21946614
30.0,29.5880206,6.22252602
30.0,29.5921874,6.2216146000000006
30.0,29.592448,6.2174479
30.0,29.5992186,6.22428384
30.0,29.5994792,6.22727864
30.0,29.604427200000003,6.22343748
30.0,29.604427200000003,6.226692659999999
30.0,29.5963542,6.2226562
30.0,29.594791800000003,6.2145182
30.0,29.58125,6.2052734
30.0,29.5804688,6.1979166999999995
30.0,29.5867188,6.194791700000001
30.0,29.590625,6.197721420000001
30.0,29.584375,6.19277348
30.0,29.5953124,6.20039068
30.0,29.596354199999997,6.209244780000001
30.0,29.590104199999995,6.209244780000001
30.0,29.594010400000002,6.21041666
30.0,29.594010400000002,6.2195312199999995
30.0,29.593229199999996,6.2134765000000005
30.0,29.5921874,6.211914
30.0,29.591145599999997,6.21009114
30.0,29.5880206,6.20247394
30.0,29.5984374,6.19752608
30.0,29.5966144,6.197135439999999
30.0,29.595833199999998,6.20247402
30.0,29.5979168,6.20455732
30.0,29.600260600000002,6.21054688
30.0,29.5940106,6.208463480000001
30.0,29.591146200000004,6.20651036
30.0,29.584635600000002,6.19570304
30.0,29.5815106,6.1959634800000005
30.0,29.577604400000002,6.19055986
