time,pressure_set_point,pressure_predicted,error,delta_error,frequency,delta_frequency,pt_k_1,pt_k_2,angle_set_point,angle,angle_error,model,time
2024-04-17 19:01:35.409348,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,45.0,0.5,MLP,
2024-04-17 19:04:14.708783,6.0,3.9889987383458374,2.0110012616541626,2.0110012616541626,30.0,1.605153415938401,0.0,0.0,30.0,29.499719457302216,-0.5469414176107605,MLP,2024-04-17 19:04:14.708783
2024-04-17 19:04:15.608819,6.0,3.807036311884296,2.192963688115704,0.1819624264615416,31.597975888647007,1.597975888647006,3.9889987383458374,0.0,30.0,31.032457361025358,0.7756179649353712,MLP,2024-04-17 19:04:15.608819
2024-04-17 19:04:16.142912,6.0,4.339586533516323,1.6604134664836767,-0.5325502216320275,33.20361432149909,1.6056384328520839,3.807036311884296,3.9889987383458374,30.0,30.32504820514681,0.22337983741626743,MLP,2024-04-17 19:04:16.142912
2024-04-17 19:04:16.623332,6.0,4.29188185745548,1.70811814254452,0.047704676060843276,34.80853523188682,1.6049209103877335,4.339586533516323,3.807036311884296,30.0,31.033692522402095,1.190180292930144,MLP,2024-04-17 19:04:16.623332
2024-04-17 19:04:17.121839,6.0,4.5451332417245505,1.4548667582754495,-0.25325138426907046,36.35856908715249,1.550033855265669,4.29188185745548,4.339586533516323,30.0,28.96859786524977,-0.768140229018119,MLP,2024-04-17 19:04:17.121839
2024-04-17 19:04:17.608120,6.0,4.5559291546533105,1.4440708453466895,-0.010795912928760032,37.89458342701432,1.5360143398618304,4.5451332417245505,4.29188185745548,30.0,29.61473168524904,-0.5596095474458735,MLP,2024-04-17 19:04:17.608120
2024-04-17 19:04:18.108487,6.0,4.773033184993029,1.2269668150069712,-0.21710403033971826,39.135562924981755,1.2409794979674391,4.5559291546533105,4.5451332417245505,30.0,30.895102392270303,1.1303262542653627,MLP,2024-04-17 19:04:18.108487
2024-04-17 19:04:18.606008,6.0,4.8135344772468205,1.1864655227531795,-0.04050129225379173,40.32144833984412,1.1858854148623599,4.773033184993029,4.5559291546533105,30.0,29.0106098442359,-0.9753936719736487,MLP,2024-04-17 19:04:18.606008
2024-04-17 19:04:19.115370,6.0,5.002483614674806,0.997516385325194,-0.18894913742798547,41.250576435207925,0.9291280953638057,4.8135344772468205,4.773033184993029,30.0,30.185211832659107,0.2795524261250968,MLP,2024-04-17 19:04:19.115370
2024-04-17 19:04:19.609441,6.0,5.060433358781075,0.9395666412189252,-0.05794974410626885,42.09755680051739,0.8469803653094634,5.002483614674806,4.8135344772468205,30.0,30.102023406876704,0.10536698934536304,MLP,2024-04-17 19:04:19.609441
2024-04-17 19:04:20.114989,6.0,5.2326789246195675,0.7673210753804325,-0.1722455658384927,42.675242331999584,0.5776855314821944,5.060433358781075,5.002483614674806,30.0,28.969129195068334,-1.2391705983455772,MLP,2024-04-17 19:04:20.114989
2024-04-17 19:04:20.610829,6.0,5.311956390872168,0.6880436091278321,-0.07927746625260035,43.10917422763406,0.43393189563447143,5.2326789246195675,5.060433358781075,30.0,29.33371883187692,-0.717279931145189,MLP,2024-04-17 19:04:20.610829
2024-04-17 19:04:21.116179,6.0,5.472079057379973,0.5279209426200273,-0.16012266650780482,43.185095308983115,0.07592108134905577,5.311956390872168,5.2326789246195675,30.0,30.3390246826663,0.6375047427135705,MLP,2024-04-17 19:04:21.116179
2024-04-17 19:04:21.616755,6.0,5.559260950079798,0.44073904992020196,-0.08718189269982535,43.185095308983115,3.1927654373419754e-18,5.472079057379973,5.311956390872168,30.0,29.974734156599744,-0.25682102360668324,MLP,2024-04-17 19:04:21.616755
2024-04-17 19:04:22.111116,6.0,5.704028590886664,0.29597140911333586,-0.1447676408068661,43.185095308983115,1.2887177466648622e-17,5.559260950079798,5.472079057379973,30.0,31.023567460137347,1.2390153145527911,MLP,2024-04-17 19:04:22.111116
2024-04-17 19:04:22.626948,6.0,5.795361403411853,0.20463859658814698,-0.09133281252518888,43.185095308983115,3.0179357213145517e-18,5.704028590886664,5.559260950079798,30.0,30.960029271532324,0.8945786154443098,MLP,2024-04-17 19:04:22.626948
2024-04-17 19:04:23.149967,6.0,5.927905174625659,0.0720948253743412,-0.13254377121380578,43.185095308983115,1.2700098081496199e-17,5.795361403411853,5.704028590886664,30.0,30.385550145296378,0.30567143647220263,MLP,2024-04-17 19:04:23.149967
2024-04-17 19:04:23.669338,6.0,6.021128035478532,-0.021128035478532148,-0.09322286085287335,43.185095308983115,3.0221946295530067e-18,5.927905174625659,5.795361403411853,30.0,29.57655410976264,-0.27461954370254915,MLP,2024-04-17 19:04:23.669338
2024-04-17 19:04:24.129861,6.0,6.14371204251995,-0.14371204251995007,-0.12258400704141792,43.185095308983115,1.256274868826261e-17,6.021128035478532,5.927905174625659,30.0,30.767191722804753,1.0532512161201808,MLP,2024-04-17 19:04:24.129861
2024-04-17 19:04:24.631147,6.0,6.2372356582112785,-0.23723565821127846,-0.09352361569132839,43.185095308983115,3.022873439153361e-18,6.14371204251995,6.021128035478532,30.0,30.923232458653423,0.7640426285326107,MLP,2024-04-17 19:04:24.631147
2024-04-17 19:04:25.127973,6.0,6.351544774960256,-0.3515447749602556,-0.11430911674897715,43.185095308983115,3.086688963483918e-18,6.2372356582112785,6.14371204251995,30.0,29.53174907463052,-0.7171976665353768,MLP,2024-04-17 19:04:25.127973
2024-04-17 19:04:25.630523,6.0,6.4442599099030495,-0.44425990990304953,-0.09271513494279393,43.185095308983115,3.197699149667543e-18,6.351544774960256,6.2372356582112785,30.0,30.75605275841235,0.7940805899481447,MLP,2024-04-17 19:04:25.630523
2024-04-17 19:04:26.144177,6.0,6.551557162951183,-0.5515571629511831,-0.10729725304813353,43.04867737210047,-0.13641793688264436,6.4442599099030495,6.351544774960256,30.0,29.316386459303427,-0.38671695669731676,MLP,2024-04-17 19:04:26.144177
2024-04-17 19:04:26.644841,6.0,6.640398058147001,-0.6403980581470012,-0.08884089519581817,42.710140815896544,-0.33853655620392703,6.551557162951183,6.4442599099030495,30.0,30.599130293296998,0.6276116734825941,MLP,2024-04-17 19:04:26.644841
2024-04-17 19:04:27.139175,6.0,6.735931736641573,-0.7359317366415734,-0.09553367849457217,42.18743717566833,-0.5227036402282184,6.640398058147001,6.551557162951183,30.0,30.3831345706544,0.5983249768135828,MLP,2024-04-17 19:04:27.139175
2024-04-17 19:04:27.647302,6.0,6.812202732483959,-0.8122027324839589,-0.0762709958423855,41.53480161431159,-0.6526355613567373,6.735931736641573,6.640398058147001,30.0,29.639008358630473,-0.13597417993735306,MLP,2024-04-17 19:04:27.647302
2024-04-17 19:04:28.143427,6.0,6.889282927724433,-0.889282927724433,-0.07708019524047405,40.76190619195183,-0.7728954223597571,6.812202732483959,6.735931736641573,30.0,29.539717953668102,-0.7443589238383019,MLP,2024-04-17 19:04:28.143427
2024-04-17 19:04:28.656665,6.0,6.948755490236163,-0.948755490236163,-0.059472562511730054,39.90168722897105,-0.8602189629807805,6.889282927724433,6.812202732483959,30.0,29.96983419050748,-0.1378160751941202,MLP,2024-04-17 19:04:28.656665
2024-04-17 19:04:29.146658,6.0,7.005280152276349,-1.0052801522763488,-0.0565246620401858,38.961835920840336,-0.9398513081307117,6.948755490236163,6.889282927724433,30.0,29.844540881050417,0.12988481501466964,MLP,2024-04-17 19:04:29.146658
