,PT-2,pt2_pred_dt,pt2_pred_cat
0,9.0910712,8.766865497802202,9.271584484726413
1,9.1194565,8.766865497802202,9.271584484726413
2,9.1008927,9.57554671597222,9.271584484726413
3,9.1058035,8.766865497802202,9.271584484726413
4,9.1263023,9.57554671597222,9.271584484726413
5,9.1006327,9.57554671597222,9.271584484726413
6,9.089918399999998,8.766865497802202,9.271584484726413
7,9.0879466,8.766865497802202,9.271584484726413
8,9.0664064,8.766865497802202,9.271584484726413
9,9.0646204,8.766865497802202,9.271584484726413
10,9.0969864,8.766865497802202,9.271584484726413
11,9.1056173,8.766865497802202,9.271584484726413
12,9.096912,9.57554671597222,9.271584484726413
13,9.1387648,8.766865497802202,9.271584484726413
14,9.1427083,9.57554671597222,9.271584484726413
15,9.1605655,9.57554671597222,9.271584484726413
16,9.1200148,9.57554671597222,9.271584484726413
17,9.1174107,9.57554671597222,9.266358558487353
18,9.1274551,9.57554671597222,9.271584484726413
19,9.1119044,9.57554671597222,9.271584484726413
20,9.0965771,9.57554671597222,9.271584484726413
21,9.1055059,8.766865497802202,9.271584484726413
22,9.09561,9.57554671597222,9.271584484726413
23,9.1004836,8.766865497802202,9.271584484726413
24,9.1107518,8.766865497802202,9.271584484726413
25,9.1158113,9.57554671597222,9.271584484726413
26,9.1005582,9.57554671597222,9.271584484726413
27,9.0934153,8.766865497802202,9.271584484726413
28,9.0735863,8.766865497802202,9.271584484726413
29,9.0700147,8.766865497802202,9.271584484726413
30,9.0409968,8.766865497802202,9.271584484726413
31,9.0580355,8.766865497802202,9.271584484726413
32,9.0886159,8.766865497802202,9.271584484726413
33,9.0924107,8.766865497802202,9.271584484726413
34,9.0861607,8.766865497802202,9.271584484726413
35,9.1054316,8.766865497802202,9.271584484726413
36,9.1056548,9.57554671597222,9.271584484726413
37,9.1092264,9.57554671597222,9.271584484726413
38,9.094271,9.57554671597222,9.271584484726413
39,9.0996282,8.766865497802202,9.271584484726413
40,9.0975448,8.766865497802202,9.271584484726413
41,9.0948663,8.766865497802202,9.271584484726413
42,9.0638393,8.766865497802202,9.271584484726413
43,9.0587053,8.766865497802202,9.271584484726413
44,9.0502231,8.766865497802202,9.271584484726413
45,9.0544641,8.766865497802202,9.271584484726413
46,9.0629462,8.766865497802202,9.271584484726413
47,9.061235,8.766865497802202,9.271584484726413
48,9.0603422,8.766865497802202,9.271584484726413
49,9.067485,8.766865497802202,9.271584484726413
50,9.0627231,8.766865497802202,9.271584484726413
51,9.0625001,8.766865497802202,9.271584484726413
52,9.0742561,8.766865497802202,9.271584484726413
53,9.0849704,8.766865497802202,9.271584484726413
54,9.0860866,8.766865497802202,9.271584484726413
55,9.0857147,8.766865497802202,9.271584484726413
56,9.0683409,8.766865497802202,9.271584484726413
57,9.0681175,8.766865497802202,9.271584484726413
58,9.066555,8.766865497802202,9.271584484726413
59,9.0747022,8.766865497802202,9.271584484726413
60,9.0789432,8.766865497802202,9.271584484726413
61,9.088281,8.766865497802202,9.271584484726413
62,9.0887275,8.766865497802202,9.271584484726413
63,9.1012275,8.766865497802202,9.271584484726413
64,9.0966517,8.766865497802202,9.271584484726413
65,9.098251299999998,8.766865497802202,9.271584484726413
66,9.1051711,8.766865497802202,9.271584484726413
67,9.1332961,9.57554671597222,9.271584484726413
68,9.1267857,9.57554671597222,9.271584484726413
69,9.1183035,9.57554671597222,9.271584484726413
70,9.1100075,9.57554671597222,9.271584484726413
71,9.104947999999998,9.57554671597222,9.271584484726413
72,9.0839659,9.57554671597222,9.271584484726413
73,9.0837054,8.766865497802202,9.271584484726413
74,9.0673363,8.766865497802202,9.271584484726413
75,9.0592261,8.766865497802202,9.271584484726413
76,9.0675593,8.766865497802202,9.271584484726413
77,9.0715771,8.766865497802202,9.271584484726413
78,9.0447542,8.766865497802202,9.271584484726413
79,9.0572542,8.766865497802202,9.271584484726413
80,9.077418,8.766865497802202,9.271584484726413
81,9.0938243,8.766865497802202,9.271584484726413
82,9.1089657,8.766865497802202,9.271584484726413
83,9.1649554,9.57554671597222,9.271584484726413
84,9.1579241,9.57554671597222,9.271584484726413
85,9.1677083,9.57554671597222,9.266358558487353
86,9.1364583,9.57554671597222,9.271584484726413
87,9.1052083,9.57554671597222,9.266358558487353
88,9.0742186,9.57554671597222,9.271584484726413
