,loss,mae,mse,rmse,val_loss,val_mae,val_mse,val_rmse
0,394.23211669921875,19.68946075439453,394.23211669921875,19.85527801513672,396.85699462890625,19.7330265045166,396.85699462890625,19.921268463134766
1,376.8656311035156,19.23782730102539,376.8656311035156,19.413026809692383,393.7125549316406,19.650724411010742,393.7125549316406,19.842191696166992
2,375.7362060546875,19.207399368286133,375.7362060546875,19.3839168548584,393.7125549316406,19.650724411010742,393.7125549316406,19.842191696166992
3,375.7362060546875,19.207399368286133,375.7362060546875,19.3839168548584,393.7125549316406,19.650724411010742,393.7125549316406,19.842191696166992
4,375.73614501953125,19.207399368286133,375.73614501953125,19.383914947509766,393.7125549316406,19.650724411010742,393.7125549316406,19.842191696166992
5,375.73590087890625,19.20738983154297,375.73590087890625,19.383909225463867,393.7123107910156,19.65071678161621,393.7123107910156,19.842185974121094
6,375.7337951660156,19.20733642578125,375.7337951660156,19.383853912353516,393.7079772949219,19.650596618652344,393.7079772949219,19.84207534790039
7,375.3182373046875,19.1964054107666,375.3182373046875,19.373132705688477,378.95355224609375,19.27940559387207,378.95355224609375,19.46673011779785
8,357.11871337890625,18.723316192626953,357.11871337890625,18.897584915161133,374.1308288574219,19.150724411010742,374.1308288574219,19.34246253967285
9,356.5180969238281,18.707399368286133,356.5180969238281,18.88168716430664,374.1308288574219,19.150724411010742,374.1308288574219,19.34246253967285
10,356.5180969238281,18.707399368286133,356.5180969238281,18.88168716430664,374.1308288574219,19.150724411010742,374.1308288574219,19.34246253967285
11,356.5180969238281,18.707399368286133,356.5180969238281,18.88168716430664,374.1308288574219,19.150724411010742,374.1308288574219,19.34246253967285
12,356.5180969238281,18.707399368286133,356.5180969238281,18.88168716430664,374.1308288574219,19.150724411010742,374.1308288574219,19.34246253967285
13,356.5180969238281,18.707399368286133,356.5180969238281,18.88168716430664,374.1308288574219,19.150724411010742,374.1308288574219,19.34246253967285
14,356.51806640625,18.7073974609375,356.51806640625,18.881685256958008,374.1308288574219,19.150724411010742,374.1308288574219,19.34246253967285
15,356.51812744140625,18.707399368286133,356.51812744140625,18.88168716430664,374.1308288574219,19.150724411010742,374.1308288574219,19.34246253967285
16,356.5180969238281,18.707399368286133,356.5180969238281,18.88168716430664,374.1308288574219,19.150724411010742,374.1308288574219,19.34246253967285
17,356.5180969238281,18.707399368286133,356.5180969238281,18.88168716430664,374.1308288574219,19.150724411010742,374.1308288574219,19.34246253967285
18,356.5180969238281,18.707399368286133,356.5180969238281,18.88168716430664,374.1308288574219,19.150724411010742,374.1308288574219,19.34246253967285
19,356.51812744140625,18.707399368286133,356.51812744140625,18.88168716430664,374.1308288574219,19.150724411010742,374.1308288574219,19.34246253967285
20,356.5180969238281,18.707399368286133,356.5180969238281,18.88168716430664,374.1308288574219,19.150724411010742,374.1308288574219,19.34246253967285
21,356.5180969238281,18.707399368286133,356.5180969238281,18.88168716430664,374.1308288574219,19.150724411010742,374.1308288574219,19.34246253967285
22,356.5180969238281,18.707399368286133,356.5180969238281,18.88168716430664,374.1308288574219,19.150724411010742,374.1308288574219,19.34246253967285
23,356.5180969238281,18.7073974609375,356.5180969238281,18.88168716430664,374.1308288574219,19.150724411010742,374.1308288574219,19.34246253967285
24,356.5180969238281,18.707399368286133,356.5180969238281,18.88168716430664,374.1308288574219,19.150724411010742,374.1308288574219,19.34246253967285
25,356.5180969238281,18.707399368286133,356.5180969238281,18.88168716430664,374.1308288574219,19.150724411010742,374.1308288574219,19.34246253967285
26,356.51812744140625,18.707399368286133,356.51812744140625,18.88168716430664,374.1308288574219,19.150724411010742,374.1308288574219,19.34246253967285
27,356.5180969238281,18.7073974609375,356.5180969238281,18.88168716430664,374.1308288574219,19.150724411010742,374.1308288574219,19.34246253967285
