,loss,mae,mse,rmse,val_loss,val_mae,val_mse,val_rmse
0,0.019730931147933006,0.11407220363616943,0.019730931147933006,0.1404668390750885,0.02183367870748043,0.12477244436740875,0.02183367870748043,0.1477622389793396
1,0.019507117569446564,0.11382118612527847,0.019507117569446564,0.13966788351535797,0.02017362415790558,0.11717402189970016,0.02017362415790558,0.1420338898897171
2,0.018628688529133797,0.11139516532421112,0.018628688529133797,0.1364869475364685,0.020112667232751846,0.1194271445274353,0.020112667232751846,0.14181914925575256
3,0.01785634085536003,0.10926927626132965,0.01785634085536003,0.13362762331962585,0.018482228741049767,0.11366788297891617,0.018482228741049767,0.13594935834407806
4,0.01671033725142479,0.10575880855321884,0.01671033725142479,0.12926846742630005,0.016978537663817406,0.10884357243776321,0.016978537663817406,0.13030171394348145
5,0.015172893181443214,0.10127346217632294,0.015172893181443214,0.12317829579114914,0.014958249405026436,0.10150474309921265,0.014958249405026436,0.12230392545461655
6,0.013646034523844719,0.09653231501579285,0.013646034523844719,0.11681625247001648,0.01353397872298956,0.09686265140771866,0.01353397872298956,0.11633563041687012
7,0.01200674194842577,0.09054058790206909,0.01200674194842577,0.10957527905702591,0.01174458209425211,0.09015467762947083,0.01174458209425211,0.10837242007255554
8,0.010438886471092701,0.0844268724322319,0.010438886471092701,0.10217086970806122,0.009810308925807476,0.07968411594629288,0.009810308925807476,0.09904700517654419
9,0.008943879045546055,0.07768528908491135,0.008943879045546055,0.09457208216190338,0.008599412627518177,0.07447782903909683,0.008599412627518177,0.09273301810026169
10,0.007646793499588966,0.07181556522846222,0.007646793499588966,0.0874459445476532,0.007327744271606207,0.06567003577947617,0.007327744271606207,0.08560224622488022
11,0.006679775193333626,0.06622445583343506,0.006679775193333626,0.08172988891601562,0.007130143232643604,0.06715033203363419,0.007130143232643604,0.08444017916917801
12,0.005848395172506571,0.061573632061481476,0.005848395172506571,0.07647480070590973,0.005686443764716387,0.0523780956864357,0.005686443764716387,0.07540851086378098
13,0.005432317964732647,0.05742289498448372,0.005432317964732647,0.07370425760746002,0.005759206134825945,0.05685046315193176,0.005759206134825945,0.07588943839073181
14,0.005253829061985016,0.0560002438724041,0.005253829061985016,0.07248330116271973,0.00554939080029726,0.05689752474427223,0.00554939080029726,0.07449423521757126
15,0.004631629213690758,0.053230978548526764,0.004631629213690758,0.06805606931447983,0.004789031110703945,0.04728734865784645,0.004789031110703945,0.06920282542705536
16,0.004377326928079128,0.050580404698848724,0.004377326928079128,0.06616136431694031,0.005029080901294947,0.05026580020785332,0.005029080901294947,0.07091601192951202
17,0.00431405333802104,0.050014641135931015,0.00431405333802104,0.06568145006895065,0.004729078616946936,0.04674722999334335,0.004729078616946936,0.06876830011606216
18,0.0043241241946816444,0.05070127174258232,0.0043241241946816444,0.06575807183980942,0.004506261553615332,0.0435088612139225,0.004506261553615332,0.06712869554758072
