,loss,mae,mse,root_mean_squared_error,val_loss,val_mae,val_mse,val_root_mean_squared_error
0,0.26434457302093506,0.4830349087715149,0.26434457302093506,0.5141444802284241,0.2341560274362564,0.4333450496196747,0.2341560274362564,0.48389673233032227
1,0.19347867369651794,0.3592221736907959,0.19347867369651794,0.43986210227012634,0.19668181240558624,0.3324211835861206,0.19668181240558624,0.4434882402420044
2,0.18432381749153137,0.32908594608306885,0.18432381749153137,0.429329514503479,0.20027583837509155,0.3461029529571533,0.20027583837509155,0.4475218951702118
3,0.18814347684383392,0.34443604946136475,0.18814347684383392,0.433755099773407,0.19748525321483612,0.3317246735095978,0.19748525321483612,0.444393128156662
4,0.18313509225845337,0.3236919045448303,0.18313509225845337,0.4279429018497467,0.19670209288597107,0.33258509635925293,0.19670209288597107,0.44351109862327576
5,0.18215589225292206,0.32188084721565247,0.18215589225292206,0.4267972409725189,0.1987118124961853,0.34463435411453247,0.1987118124961853,0.4457710385322571
6,0.1825837939977646,0.32427605986595154,0.1825837939977646,0.42729824781417847,0.19782432913780212,0.34011194109916687,0.19782432913780212,0.4447745084762573
7,0.18195362389087677,0.32056599855422974,0.18195362389087677,0.4265602231025696,0.19659891724586487,0.33182454109191895,0.19659891724586487,0.4433947503566742
8,0.18193739652633667,0.31894803047180176,0.18193739652633667,0.42654120922088623,0.19629065692424774,0.32931557297706604,0.19629065692424774,0.44304701685905457
9,0.18195942044258118,0.3187448978424072,0.18195942044258118,0.426567018032074,0.19644127786159515,0.3307349383831024,0.19644127786159515,0.4432169795036316
10,0.18183781206607819,0.31919771432876587,0.18183781206607819,0.42642447352409363,0.19675536453723907,0.33308398723602295,0.19675536453723907,0.44357115030288696
11,0.18185536563396454,0.3197754919528961,0.18185536563396454,0.42644500732421875,0.19687244296073914,0.3339846730232239,0.19687244296073914,0.4437031149864197
12,0.18185850977897644,0.31968674063682556,0.18185850977897644,0.4264487326145172,0.19661054015159607,0.33192065358161926,0.19661054015159607,0.4434078335762024
13,0.18183988332748413,0.31914767622947693,0.18183989822864532,0.42642688751220703,0.19648095965385437,0.3309796452522278,0.19648095965385437,0.4432617425918579
14,0.18180754780769348,0.31899505853652954,0.18180754780769348,0.4263889491558075,0.19662253558635712,0.3320293128490448,0.19662253558635712,0.4434213936328888
15,0.18181432783603668,0.31933876872062683,0.18181432783603668,0.426396906375885,0.19661608338356018,0.33198994398117065,0.19661608338356018,0.4434141516685486
16,0.18179088830947876,0.318977028131485,0.18179088830947876,0.42636942863464355,0.19648124277591705,0.3309362530708313,0.19648124277591705,0.4432620704174042
17,0.18179330229759216,0.31870418787002563,0.18179330229759216,0.4263722598552704,0.19644063711166382,0.3306606113910675,0.19644063711166382,0.4432162344455719
18,0.1818065196275711,0.3193277418613434,0.1818065196275711,0.426387757062912,0.19672559201717377,0.3329372704029083,0.19672559201717377,0.4435375928878784
19,0.1817612648010254,0.3190710246562958,0.1817612648010254,0.4263346791267395,0.19649501144886017,0.33105573058128357,0.19649501144886017,0.44327759742736816
20,0.1817651093006134,0.31847551465034485,0.1817651093006134,0.42633917927742004,0.19636550545692444,0.33010464906692505,0.19636550545692444,0.4431314766407013
21,0.1817362755537033,0.31832507252693176,0.1817362755537033,0.4263053834438324,0.19649001955986023,0.3310171365737915,0.19649001955986023,0.4432719349861145
22,0.1817246377468109,0.31862038373947144,0.1817246377468109,0.42629173398017883,0.19651387631893158,0.33121660351753235,0.19651387631893158,0.4432988464832306
23,0.18173764646053314,0.3183828592300415,0.18173764646053314,0.42630699276924133,0.19632355868816376,0.3297697901725769,0.19632355868816376,0.44308415055274963
24,0.18169382214546204,0.31812533736228943,0.18169382214546204,0.42625558376312256,0.19646669924259186,0.33083605766296387,0.19646669924259186,0.44324561953544617
