,loss,mae,mse,root_mean_squared_error,val_loss,val_mae,val_mse,val_root_mean_squared_error
0,0.04159172251820564,0.1593315303325653,0.04159172251820564,0.2039404809474945,0.0364435613155365,0.14013545215129852,0.0364435613155365,0.1909019649028778
1,0.03580966219305992,0.14750608801841736,0.03580966219305992,0.1892344057559967,0.032763246446847916,0.13721777498722076,0.032763246446847916,0.18100620806217194
2,0.031672731041908264,0.13953088223934174,0.031672731041908264,0.1779683381319046,0.03045997954905033,0.13769233226776123,0.03045997954905033,0.17452788352966309
3,0.0286813136190176,0.1345755159854889,0.0286813136190176,0.1693555861711502,0.02950921840965748,0.14008435606956482,0.02950921840965748,0.1717824786901474
4,0.0269964300096035,0.13090680539608002,0.0269964300096035,0.1643059104681015,0.029405515640974045,0.1432500183582306,0.029405515640974045,0.17148035764694214
5,0.026334647089242935,0.13024188578128815,0.026334647089242935,0.16227953135967255,0.02968280017375946,0.14607146382331848,0.02968280017375946,0.1722869575023651
6,0.026090949773788452,0.13020306825637817,0.026090949773788452,0.16152693331241608,0.03000686503946781,0.14810624718666077,0.03000686503946781,0.17322489619255066
7,0.025945721194148064,0.13017664849758148,0.025945721194148064,0.16107675433158875,0.03011772409081459,0.14894486963748932,0.03011772409081459,0.17354458570480347
8,0.025862356647849083,0.13016939163208008,0.025862356647849083,0.16081777215003967,0.030066020786762238,0.1489989310503006,0.030066020786762238,0.1733955591917038
9,0.025716813281178474,0.12976807355880737,0.025716813281178474,0.16036462783813477,0.029734399169683456,0.1478080302476883,0.029734399169683456,0.1724366545677185
10,0.025550829246640205,0.12921543419361115,0.025550829246640205,0.1598462611436844,0.02951192297041416,0.14711305499076843,0.02951192297041416,0.17179036140441895
11,0.025420760735869408,0.12882693111896515,0.025420760735869408,0.1594388782978058,0.02927868254482746,0.14636282622814178,0.02927868254482746,0.171110138297081
12,0.025288499891757965,0.12842822074890137,0.025288499891757965,0.15902358293533325,0.029084237292408943,0.14579880237579346,0.029084237292408943,0.17054101824760437
13,0.025162043049931526,0.1281222701072693,0.025162043049931526,0.15862548351287842,0.028983650729060173,0.14567847549915314,0.028983650729060173,0.17024584114551544
14,0.025008423253893852,0.1277545839548111,0.025008423253893852,0.15814051032066345,0.02878338284790516,0.14508846402168274,0.02878338284790516,0.1696566641330719
15,0.024869179353117943,0.12736093997955322,0.024869179353117943,0.15769964456558228,0.028551744297146797,0.14435599744319916,0.028551744297146797,0.16897261142730713
16,0.024761654436588287,0.12711979448795319,0.024761654436588287,0.15735836327075958,0.028499647974967957,0.14451317489147186,0.028499647974967957,0.1688183844089508
17,0.024569863453507423,0.12664677202701569,0.024569863453507423,0.15674777328968048,0.02825329080224037,0.1437072902917862,0.02825329080224037,0.1680871546268463
18,0.024434512481093407,0.1262792944908142,0.024434512481093407,0.15631543099880219,0.028104932978749275,0.1434135138988495,0.028104932978749275,0.16764526069164276
19,0.02427455596625805,0.12586425244808197,0.02427455596625805,0.15580293536186218,0.027886085212230682,0.14278167486190796,0.027886085212230682,0.16699127852916718
20,0.024094630032777786,0.12542292475700378,0.024094630032777786,0.15522445738315582,0.02771862782537937,0.1424112170934677,0.02771862782537937,0.1664891242980957
